,qid,dob,dod,name,text
61997,Q919876,1926.0,,John Ericson,"John Ericson (sometimes Erickson) (born John Meibes on 25 September 1926) is a German-American actor and film and television star.

He trained at the American Academy of Dramatic Arts in New York, and"
63676,Q945476,1928.0,2007.0,Jürgen Weber (Bildhauer),Jürgen Weber (* 14. Januar 1928 in Münster; † 16. Juni 2007 am Pou d’es Lleo auf IbizaMartin Jasper: Die menschliche Komödie in voller Wucht - Zum Tod des streitbaren Braunschweiger Bildhauers Jürgen 
65660,Q973434,1927.0,2008.0,Fred Sackmann,"Fred Sackmann (* 29. September 1927 in Freiburg im Breisgau; † 6. Januar 2008 in Bühl (Baden)) war ein deutscher Fernsehmoderator, Autor, Fernsehkoch und Apotheker.

Mitte der 1960er-Jahre wurde Sackm"
65751,Q974548,1930.0,,Ingrid Pan,"Ingrid Pan; eigentlich Ingrid Pankow (* 9. August 1930 in Berlin) ist eine deutsche Schauspielerin und Hörspielsprecherin.

 Leben 

Ingrid Pan erhielt eine Schauspielausbildung bei Hilde Körber und E"
65925,Q976810,1929.0,1983.0,Lothar Kwasnitza,"Lothar Kwasnitza (* 30. April 1929 in Reinsberg (Sachsen); † 23. August 1983 in Berlin) war ein deutscher Architekt. 

Sein Vater Josef Kwasnitza war Mitglied der KPD ab 1926 und nach dem Krieg Bürger"
66241,Q981022,1929.0,1997.0,Gustl Schön,"Gustl Schön (* 5. Mai 1929 in Wiesau; † 27. März 1997 in Eichstätt) war ein deutscher Politiker (CSU).

Schön besuchte die Volks- und Berufsschule und machte eine Lehre als Töpfer. Anschließend war er"
67057,Q993163,1926.0,,Bruno Curth,"Bruno Curth (* 17. Mai 1926 in Helmstedt) ist ein deutscher Politiker und war Mitglied der Demokratischen Bauernpartei Deutschlands.

 Leben 
Curth, Sohn eines Arbeiters, besuchte die Volksschule in H"
67094,Q993437,1928.0,,Bruno Krupp,"Bruno Krupp (* 5. Februar 1928 in Köln-Merkenich) ist ein deutscher Politiker der SPD.

 Ausbildung und Beruf 

Bruno Krupp besuchte die Volksschule und die Verwaltungsschule und absolvierte eine Verw"
67334,Q997824,1928.0,,Karl-Heinz Hoffmann (Politiker),"Karl-Heinz Hoffmann (* 14. Februar 1928 in Köln) ist ein ehemaliger deutscher Gewerkschafter, Politiker (CDU) und Abgeordneter des Europaparlaments.

 Werdegang 
Hoffmann schloss seine Schulausbildung"
67419,Q999795,1929.0,2012.0,Kurt Kahl,"Kurt Kahl (* 30. Mai 1929 in Wien; † 28. Juni 2012 ebendort) war ein österreichischer Journalist und Buchautor.

Kahl studierte Theaterwissenschaft und Germanistik an der Universität Wien und verfasst"
67428,Q999975,1929.0,2008.0,Otto von Frisch,"Otto von Frisch (* 13. Dezember 1929 in München; † 4. Juni 2008) war ein deutscher Zoologe.

 Leben 
Otto von Frisch, Sohn des Zoologen und Verhaltensforschers Karl von Frisch, studierte aufgrund sein"
67876,Q1015020,1929.0,2008.0,Burghard Stück,"Burghard Stück (* 22. März 1929 in Tangermünde; † 26. März 2008 in Berlin) war ein deutscher Kinderarzt und Immunologe.

 Leben 
Burghard Stück war Sohn eines Chirurgen. Er absolvierte seine Schulbild"
68088,Q1027565,1928.0,2011.0,John Grenville,"   
John Ashley Soames Grenville (11 January 1928 – 7 March 2011) was a historian of the modern world.John Grenville obituary | Books | The Guardian

Biography
Grenville was born Hans Guhrauer in Berl"
68374,Q1031836,1928.0,2008.0,Günter Männig,"Günter Männig (* 22. Juni 1928 in Hirschfelde; † 25. November 2008 in Leipzig) war ein deutscher Fußballschiedsrichter und Fußballfunktionär.

Der Sohn des Baumeisters Albert Männig war Schüler des Kö"
68731,Q1037437,1927.0,1993.0,Carl Damm (Politiker),"miniatur|hochkant|Kandidatenplakat Carl Damms zur Bundestagswahl 1980
Carl Damm (* 20. Februar 1927 in Koblenz; † 8. Dezember 1993 in Hamburg) war ein deutscher Pädagoge und Politiker (CDU).

 Leben u"
68736,Q1037518,1929.0,1995.0,Carl Drewo,"Carl Otto Drewo, auch Karl Drewo, (* 17. Mai 1929 in Wien; † 10. Mai 1995 in WelsWölfer Jazz in Deutschland gibt abweichend den 8. Mai als Todesdatum an) war ein führender österreichischer Jazz-Saxoph"
69000,Q1040211,1929.0,,Carl Richard Montag,"Carl Richard Montag (* 26. Juli 1929 in Freienohl, Sauerland) ist Architekt und Ingenieur, http://www.nrw.de/presse/verdienstorden-des-landes-nordrhein-westfalen-verliehen-6748 sowie Gründer der gemei"
69058,Q1040791,1926.0,,Carl Theodor Hütterott,"Carl Theodor Hütterott (* 9. Februar 1926 in Bremen) ist ein deutscher Schulmusiker und Komponist.

 Biografie 
Hütterott sang bereits als Kind im Bremer Domchor unter Richard Liesche und war als Schü"
70265,Q1066480,1926.0,2012.0,Charles Wirths,Charles Wirths (* 19. März 1926 in Wuppertalhttp://www.steffi-line.de/archiv_text/nost_serie/m_verraeter.htm; † 28. März 2012http://www.stuttgart-gedenkt.de/Traueranzeige/Charles-Wirths) war ein deuts
70320,Q1067301,1930.0,1985.0,Charlotte Posenenske,"Charlotte Posenenske, née Mayer  (1930 - 1985) was a German artist associated with the minimalist movement who predominately worked in sculpture, but also produced paintings and works on paper.

Caree"
70697,Q1078547,1932.0,,Christfried Schmidt,"Christfried Schmidt (* 26. November 1932 in Markersdorf (Oberlausitz)) ist ein deutscher Komponist und Arrangeur. 

 Leben 
Christfried Schmidt wurde 1932 als Sohn eines Müllers in Markersdorf geboren"
70759,Q1079081,1934.0,,Christian Bruhn,Christian Bruhn (* 17. Oktober 1934 in Wentorf bei Hamburg) ist einer der erfolgreichsten deutschen Komponisten und Musikproduzenten der Schlagerbranche in der Nachkriegszeit. Darüber hinaus ist er fü
71162,Q1082354,1927.0,,Christian Will,"Christian Will (* 28. November 1927 in Rimpar) ist ein deutscher Politiker (CSU).

Im Alter von 16 Jahren wurde Will zum Kriegsdienst einberufen. Nachdem er aus der Kriegsgefangenschaft entlassen war,"
72132,Q1098620,1929.0,2010.0,Claus Koch (Schriftsteller),"Claus Koch (* 1929 in München; † 3. November 2010 in Berlin) war ein deutscher Schriftsteller und Journalist.

 Leben 
Koch entstammte einem bürgerlichen Elternhaus und wuchs in München auf. Er studie"
72936,Q1112509,1929.0,,Wilhelm Gastinger,"Wilhelm Gastinger (* 10. Oktober 1929 in Rosenheim) ist ein deutscher Politiker (CSU).

 Werdegang 
Gastinger besuchte die Volksschule und Wirtschaftsaufbauschule in Regensburg und trat in die Finanzv"
73132,Q1116487,1928.0,2012.0,Helmuth Brandenburg,"Helmuth Brandenburg (* 16. September 1928 in Düsseldorf; † 17. Januar 2012 in München) war ein deutscher Komponist, Dirigent, Saxophonist und Arrangeur im Jazz und in der Unterhaltungsmusik. 

 Leben "
73515,Q1123725,1926.0,,Rolf Terheyden,"Rolf Terheyden (* 29. Januar 1926 in Osnabrück) ist ein deutscher Herausgeber und Altverleger des Bocholter-Borkener Volksblatts.

 Leben 
Terheyden studierte Rechts- und Staatswissenschaften an der J"
73605,Q1125824,1926.0,2012.0,Ehrenfried Bulka,"Ehrenfried Bulka (* 9. April 1926 in Barth; † 16. September 2012 in Leipzig)Ostsee-Zeitung: Nachruf, veröffentlicht am 29 September 2012. war ein deutscher Chemiker.

Bulka galt als Schüler von Hans B"
74309,Q1145886,1926.0,,Manfred Schlenker (Komponist),"Manfred Schlenker (* 15. März 1926 in Berlin) ist ein deutscher Kirchenmusiker und Komponist.

 Leben 
Manfred Schlenker wurde als zweites Kind eines Stadtmissionars und einer Sängerin geboren und erh"
74360,Q1147256,1929.0,,Wilfried Koch,"Wilfried Koch (* 1929 in Duisburg) ist ein deutscher Künstler und Kunsthistoriker. Er lebt seit 1971 mit seiner Frau Hilde in Rietberg-Varensell (bei Gütersloh/NRW). 

 Schaffen 

Als Kunsthistoriker "
74451,Q1149328,1927.0,2012.0,Hans-Jörg Mauser,"Hans-Jörg Mauser (* 12. November 1927 in Stuttgart; † 16. März 2012www.swp.de) war ein deutscher Politiker (CDU).

 Leben 

Nach dem Abitur absolvierte Mauser ein Studium der Rechtswissenschaft und de"
74738,Q1157265,1928.0,,Dagmar Droysen-Reber,"Dagmar Droysen-Reber (* 25. August 1928 in Barmen) ist eine deutsche Musikwissenschaftlerin und Museumsdirektorin.

Droysen-Reber war nach dem Studium der Musikwissenschaft, Experimentalphysik und Rom"
75466,Q1167657,1928.0,,Hans-Joachim Rüscher,"Hans-Joachim Rüscher (* 1. Juli 1928 in Halle (Saale)) ist ein ehemaliger Wirtschaftsfunktionär der SED in der DDR.

 Leben 
Der Sohn eines Arbeiters begann nach der Volksschule eine kaufmännische Leh"
75535,Q1169909,1928.0,2008.0,Toni Burghart,"Toni Burghart (* 14. Juni 1928 in Nürnberg; † 28. Dezember 2008 ebenda) war ein Nürnberger Künstler. Er wirkte vorwiegend als Maler und Zeichner, gelegentlich als Autor.

 Leben und Wirken 
Toni Burgh"
76645,Q1201229,1927.0,,Detlef Bückmann,"Detlef Bückmann (* 4. November 1927 auf Helgoland) ist ein deutscher Zoologe, Forscher und Hochschullehrer. Bis zu seiner Emeritierung 1996 forschte und lehrte er an der Universität Ulm.

 Biographie "
76653,Q1201249,1929.0,2011.0,Detlef Girrmann,"Detlef Girrmann (* 18. Mai 1929 in Breslau; † 8. April 2011 in Erfurt) war ein Fluchthelfer und Mitbegründer der größten Fluchthilfeorganisation in der DDR, der sogenannten Girrmann-Gruppe.

 Leben 
G"
76673,Q1201376,1934.0,,Detlef Thierig,"Detlef Thierig (* 1934 in Chemnitz) ist ein deutscher Chemiker, außerparlamentarisch engagierter Politiker und Kunstkritiker. Er lebt und arbeitet seit 1967 in Witten an der Ruhr. 

mini|hochkant|Detl"
77098,Q1221666,1928.0,1984.0,Dieter Bergner,"Dieter Bergner (* 5. Februar 1928 in Bautzen; † 7. Oktober 1984) war ein deutscher Philosoph, Hochschullehrer und Rektor der Martin-Luther-Universität Halle-Wittenberg.

 Leben 
Bergner, Sohn eines Ar"
77131,Q1221956,1928.0,,Dieter Frielinghaus,"Dieter Frielinghaus (* 14. November 1928 in Braunschweig) ist ein deutscher Theologe und evangelisch-reformierter Pastor im Ruhestand.

miniatur|Dieter Frielinghaus (2005)

 Leben 
Frielinghaus studie"
77142,Q1222017,1929.0,,Dieter Grosser,"Dieter Grosser (* 25. August 1929 in Berlin) ist ein deutscher Politologe. 

Er arbeitete zunächst bis 1960 als Volksschullehrer in West-Berlin und absolvierte nebenher ein Studium der Volkswirtschaft"
77174,Q1222263,1928.0,2003.0,Dieter Kerschek (Journalist),"Dieter Kerschek (* 13. Dezember 1928 in Berlin; † 20. Mai 2003 ebenda) war ein deutscher Journalist und Parteifunktionär in der DDR. Von 1972 bis 1989 war er Chefredakteur der Berliner Zeitung.

 Lebe"
77224,Q1222642,1933.0,,Dieter Pröttel,"Dieter Pröttel (* 31. Oktober 1933 in Offenburg) ist ein deutscher Fernsehshow- und Filmregisseur.

 Leben Wirken 
Pröttel ist promovierter Volkswirt und war lange Zeit Musikredakteur beim Südwestfung"
77230,Q1222724,1930.0,2003.0,Dieter Röttger,"Dieter Röttger (* 1. Februar 1930 in Hamburg; † 18. August 2003 in Keitum auf Sylt) war ein norddeutscher Maler und Grafiker. 

Er setzte sich mit Formen, Strukturen und Bewegungsabläufen auseinander."
77231,Q1222729,1928.0,,Dieter Rumstig,"Dieter Rumstig (* 10. Juli 1928Vgl. Powroźniak 1979, S. 141. in Berlin) ist ein deutscher Gitarrist und Musikdramaturg.

 Leben 
Rumstig studierte Gitarre bei Johannes Seelcke und Bruno Henze (Mitbegr"
77234,Q1222744,1926.0,,Dieter Schaad,"Dieter Schaad (* 2. April 1926 in Wiesbaden) ist ein deutscher Schauspieler.

 Leben 
Nach dem Abitur absolvierte er die Schauspielschule in seiner Heimatstadt Wiesbaden.
Sein erstes Engagement führte"
77257,Q1222854,1927.0,1998.0,Dieter Smidt,"Dieter Smidt (* 10. März 1927 in Rysum, Ostfriesland; † 11. August 1998 in Karlsruhe) war ein deutscher Physiker und Autor sowie Mitglied und zeitweise Vorsitzender der Reaktor-Sicherheitskommission.D"
77267,Q1222915,1927.0,,Dieter Thoma (Moderator),"Dieter Thoma (* 11. April 1927 in Paderborn) ist ein deutscher Journalist und Moderator.

 Leben 
Während seiner Schulzeit besuchte Dieter Thoma das Gymnasium Laurentianum Arnsberg. Später studierte e"
77289,Q1223041,1929.0,,Dieter Wuttke,"Dieter Wuttke (* 12. Oktober 1929 in Fürstenwalde/Spree) ist ein deutscher Philologe, Kulturwissenschaftler und Kunsthistoriker.

Leben und Werk

Nach dem Abitur in Itzehoe, wohin die kinderreiche Fam"
77385,Q1223960,1927.0,,Dietrich Möller (Geodät),"Dietrich Möller (* 18. Dezember 1927 in Greiz) ist ein deutscher Geodät und langjähriger Professor für Geodäsie und deren Anwendungen an der TU Braunschweig.

 Wirken und Auszeichnungen 
Am Braunschwe"
77390,Q1223982,1929.0,,Dietrich Pirson,"Dietrich Pirson (* 11. März 1929 in Erlangen) ist ein deutscher Kirchenrechtler und emeritierter Hochschullehrer.

 Leben 
Pirson studierte Evangelische Theologie und Rechtswissenschaft an der Friedri"
77395,Q1224000,1927.0,,Dietrich Rössler,"Dietrich Rössler (* 20. Januar 1927 in Kiel) war Professor für Praktische Theologie an der Universität Tübingen.

Rössler promovierte 1951 in Medizin und 1957 in Theologie. Seit 1953 war er Arzt an de"
77491,Q1225687,1929.0,,Hans-Werner Fabarius,"miniatur|Der Heimatforscher vor seinem Privatarchiv (2007)
Hans-Werner Fabarius (* 13. Juli 1929 in Berlin-Lichtenberg) ist ein deutscher Heimatforscher. 

Seit 1949 ist er aktives Mitglied der evange"
77856,Q1230526,1929.0,,Walter Schürmann,"Walter Schürmann (* 20. November 1929 in Dortmund)  ist ein ehemaliger deutscher Radrennfahrer.

Walter Schürmann fuhr Radrennen als Profi Ende der 1940er bis Mitte der 1950er Jahre. 1949 wurde er Deu"
77862,Q1230597,1930.0,,Johannes Schreiter,"Johannes Schreiter (* 8. März 1930 in Buchholz, Sachsen) ist ein Maler, Grafiker und Glasbildner.

 Biografie 
Schreiter wurde 1930 in Buchholz im Erzgebirge geboren. Nach der Schule begann er Bildend"
77907,Q1231299,1928.0,1999.0,Friedrich Hindrichs,"Friedrich Hindrichs (* 11. März 1928 in Wermelskirchen; † 7. Dezember 1999) war ein deutscher Politiker und ehemaliger Landtagsabgeordneter (SPD).

 Leben und Beruf 
Nach dem Besuch der Volksschule wa"
78268,Q1236563,1928.0,,Hans Wolfgang Schumann,"Hans Wolfgang Schumann (* 1928 in Düsseldorf) ist ein deutscher Religionswissenschaftler.

 Leben 
Nach einer Lehre als Verlagsbuchhändler studierte Schumann ab 1951 an der Universität Bonn Indologie,"
78349,Q1237606,1928.0,,Lukas Ruegenberg,"Lukas Ruegenberg (* 21. Juli 1928 in Berlin) ist Benediktinermönch, Sozialarbeiter und Bilderbuchillustrator. Vor seinem Eintritt in den Benediktinerorden im Jahr 1951 studierte er an der Kunstakademi"
78368,Q1237744,1926.0,,Hellmut Kruse,"Hellmut Kruse (* 1926 in Hamburg) ist ein deutscher Unternehmer.

 Leben  
Kruse studierte Literaturgeschichte und Philosophie an den Universitäten Hamburg und Fribourg/Schweiz, wo er 1948 mit einer A"
78627,Q1240308,1926.0,2005.0,Jean Pierre Picon,"Jean Pierre Picon alias Johann Peter Pitzen (* 1926 in Leverkusen; † 2005 in Leverkusen) war ein deutscher Maler, Grafiker und Bildhauer.

Picon war 1943/44 Schüler von Emil Nolde in Seebüll. Er ist M"
78697,Q1241511,1928.0,2000.0,Friedrich Kind,"miniatur|Friedrich Kind (1961)
Friedrich Kind (* 20. Dezember 1928 in Leipzig; † 5. Februar 2000 in Geeste) war ein CDU-Politiker in der DDR. Er war langjähriger CDU-Vertreter im Staatsrat der DDR und"
78961,Q1245336,1926.0,,Karl Köpke,"Karl Köpke (* 1. Januar 1926 in Rostock) ist ein deutscher Politiker (SPD). Er war von 1990 bis 1994 Mitglied im Landtag Sachsen-Anhalt.

 Ausbildung und Leben 
Karl Köpke besuchte von 1932 bis 1936 d"
79202,Q1248813,1929.0,2002.0,Helmut Schellhardt,"Helmut Schellhardt (* 18. Januar 1929 in Berlin; † 16. Mai 2002 in Wismar) war ein deutscher Filmschauspieler und Synchronsprecher.

Schellhardt ist vor allem durch seine Auftritte in der Krimireihe P"
79208,Q1248958,1926.0,2005.0,Walter Lehner,"Walter Lehner (* 1926 in Niederösterreich; † 11. April 2005) war ein österreichischer Politiker (ÖVP) und Stadtrat in Wien.

Lehner kehrte nach der Kriegsgefangenschaft 1945 nach Wien zurück und trat "
79539,Q1253617,1926.0,2006.0,Wilhelm Bühler,"Wilhelm Bühler (* 22. Mai 1926 in Ulm; † 1. Juni 2006) war ein baden-württembergischer Politiker und Landrat des Alb-Donau-Kreises.

 Ausbildung und Beruf 
Wilhelm Bühler besuchte von 1937 bis 1946 di"
79632,Q1254849,1931.0,2007.0,Hermann von Schroedel-Siemau,"Hermann Günther Alfons Heinrich Rudolf von Schroedel-Siemau (* 18. Mai 1931 in Halle (Saale); † 9. Dezember 2007 in Eckernförde) war ein deutscher Verleger.

 Herkunft 
Hermann von Schroedel-Siemau en"
79791,Q1258255,1928.0,,Henry Büttner,"Henry Büttner (* 12. November 1928Henry Büttner: „Jubiläumsrede auf Büttner-Papier“. In: Eulenspiegel. 40. Jg., Nr. 11/93, S. 56. in Wittgensdorf) ist ein deutscher Karikaturist, der besonders durch s"
79963,Q1262053,1930.0,,Hans Prolingheuer,"Hans Prolingheuer (* 29. März 1930 in Kamen) ist ein deutscher evangelischer Religionspädagoge, Hochschullehrer und Publizist.

 Leben 
Prolingheuer studierte Pädagogik und Evangelische Theologie. Von"
80148,Q1265695,1926.0,,Lieselotte Wollny,"Lieselotte Wollny, geb. Mädche, (* 26. Februar 1926 in Hamburg) ist eine deutsche Politikerin von Bündnis 90/Die Grünen. 

Wollny ist von Beruf Hausfrau. Sie ist längjähriges Mitglied der Bürgerinitia"
