,text,name
Q5271356,"Rosemarie Joy Garcia, better known by her stage name Diana Zubiri (born April 15, 1985 in Bulacan, Philippines), is a Filipina actress.  She was discovered by Seiko Films when she was 15 years after a",Diana Zubiri
Q5272527,"Ryzza Mae Dizon (born June 12, 2005) is a Filipina child actress and television personality. She rose to prominence in 2012 when she won that year's edition of Little Miss Philippines. Currently, she ",Ryzza Mae Dizon
Q5277788,"Dimples Romana (born November 13, 1984 Dianne Marie Romana in Parañaque, Metro Manila) is a Filipina actress and commercial model.  Education Romana finished an International Hospitality Management Ma",Dimples Romana
Q5279281,"Dion Joseph Ignacio (born March 28, 1986 in Siniloan, Laguna) is a Filipino actor. Popularly known of his role as Raul Agoncillo in the afternoon soap opera Saan Darating Ang Umaga, a role originally ",Dion Ignacio
Q5283790,"Hyacienth Diva Mantalaba, better known as Diva Montelaba (born January 14, 1991 in Cebu City, Philippines), is a Filipina actress. She was one of the Final Five in the fifth season of StarStruck, a re",Diva Montelaba
Q5290635,"Dominic Roco (born April 12, 1989)  is a Filipino actor. He is the twin brother of actor Felix Roco and the son of actor Bembol Roco.   Filmography   Television  {|class=""wikitable"" style=""font-size: ",Dominic Roco
Q5300643,"Douglas R. ""Doug"" Kramer (born July 10, 1983) is a Filipino basketball player who currently plays for the San Miguel Beermen in the Philippine Basketball Association.  Player Achievements  Career High",Doug Kramer
Q5318690,"Dylan Simon R. Ababou (born December 7, 1986 in Leyte) is a Filipino professional basketball player who currently plays for Barangay Ginebra San Miguel in the Philippine Basketball Association. He was",Dylan Ababou
Q5347614,"Efren Peñaflorida,  (born March 9, 1981), is a Filipino teacher and social worker. He offers Filipino youth an alternative to street gangs through education, recreating school settings in unconvention",Efren Peñaflorida
Q5348607,"Geralyn Gaspar Madrigal, who is better known by her screen name Ehra Madrigal (born June 25, 1985 in Quezon City, Philippines) is a Filipina actress. Her younger sister, Michelle Madrigal is also an a",Ehra Madrigal
Q5350099,"Ejay Lasap Falcon (born November 21, 1989) is a Filipino model and actor who is currently a contract artist of ABS-CBN and the winner of Pinoy Big Brother Teen Edition Plus. Falcon is of mixed ethnic ",Ejay Falcon
Q5353646,Si  Aki Asakura  ay isang artista sa bansang Hapon.   Kaurian:Mga artista ng bansang Hapon,Aki Asakura
Q5357275,Si  Akiyoshi Nakao  ay isang artista sa bansang Hapon.   Kaurian:Mga artista ng bansang Hapon,Akiyoshi Nakao
Q5362181,"Maria Eliza Pineda Bautista (born August 23, 1995, in Angeles City, Pampanga, Philippines), or better known as Eliza Pineda, is a Filipina teen actress who is currently enrolled in ABS-CBN's Star Magi",Eliza Pineda
Q5364503,"Ella Guevara (born Janella Denise Yuson Guevara, August 19, 1998, Quezon City, Philippines) is a Filipina child actress. She rose to fame through her appearance on a talent search on television called",Ella Guevara
Q5364720,"Ellen Adarna (born Maria Elena Adarna; April 2, 1988) is a Filipina actress, model of Chinese and Spanish descent. She is currently under contract with ABS-CBN. Adarna is also regarded as one of the m",Ellen Adarna
Q5366540,"Elmer Torres Espiritu (born November 23, 1985) is a Filipino professional basketball player who plays for Talk 'N Text Tropang Texters in the Philippine Basketball Association.Elmer Espiritu Player Pr",Elmer Espiritu
Q5366836," is a Japanese singer, who sings mainly with R&B influences. Her major label debut album, Timeless, was released in January 2006.  Biography Yoshika spent much of her youth in Canada and the United St",Yoshika (singer)
Q5366846,"Elmo Moses Arroyo Magalona, better known as simply Elmo Magalona  (born April 27, 1994 in Manila, Philippines) is a Filipino actor and singer. He is the sixth (of eight) child of Francis Magalona.Elmo",Elmo Magalona
Q536716,"Rochelle Pangilinan was (born May 23, 1981 or 1982 in Malabon City, Philippines) is a Filipina dancer, singer, and actress. She was one of the founding members of the popular group SexBomb Girls. In 2",Rochelle Pangilinan
Q5371074,", born on June 26, 1984 in Okinawa, is a Japanese singer. Her music is a mix of soul, R&B, jazz, blues and funk.  Biography  Early career In early 2005, Emi Tawata traveled to Vancouver to study langu",Emi Tawata
Q5374590,"Empress Karen Carreon Schuck (born February 19, 1993), sometimes credited only as Empress, is a Filipina-German actress and commercial model who is a former member of ABS-CBN's Star Magic. Before she ",Empress Schuck
Q5375430,"Ernest Lorenzo Velasquez Dee, known as Enchong Dee (born November 5, 1989) is a Filipino actor, model, and swimmer. Dee is a contract artist of ABS-CBN's Star Magic. He came to prominence after starri",Enchong Dee
Q5385909," is a Japanese singer-songwriter, under the Fearless Records label on Sony Music Associated Records. She currently resides in Tokyo.   Biography   Early years  Eri's professional career started at Son",Eri Nobuchika
Q5389001,"       is a Japanese actress,who has  had the following roles  Filmography  Salaryman NEO The Movie (2011)  28 1/2 (2010)  The Code (2009)  Bandage (2008) as Kozue  Bakabakance (2008)  Topless (2008) ",Erika Okuda
Q5395931,"ERU (Korean: 이루) (born on July 5, 1983) is the stage name of K-Pop singer-songwriter Jo Sung Hyun.  Biography Eru was born on July 5, 1983 in New York, USA to Korean parents. Sports Seoul. 이루, 미국에서의 어",Eru (singer)
Q539676,"Ramon ""Ram"" Chaves III is best known for joining the first season of Pinoy Idol from GMA Network where he managed to finish as the second runner up.  He may end up as third placer, but he still got a ",Ram Chaves
Q540355,"Carlene Ang Aguilar () is a Filipino-Chinese actress and a former beauty queen, having been crowned Miss Philippines Earth and Bb. Pilipinas World.  Biography Carlene Aguilar was born on February 8, 1",Carlene Aguilar
Q5442318,Felix Roco (born 12 April 1989 in Cebu) is a Filipino actor. He is the son of actor Bembol Roco and the twin brother of Dominic Roco. Felix Roco was under GMA Artist Center together with his twin Domi,Felix Roco
Q544291," is a Japanese idol, singer, actor, radio host and lyricist. Yokoyama is also a member of Kanjani Eight, which is under the management of Johnny & Associates. His image color in the group is black.  C",You Yokoyama
Q545507,"Camille Simoine Winbush (born February 9, 1990) is an American television actress, comedienne and recording artist. Her work in television has earned her three Image Awards and a Young Artist Award.  ",Camille Winbush
Q5467649,"Claiford A. Arao, also known as Ford Arao, is a Filipino professional basketball player who lastly played for the Meralco Bolts He was the fourteenth overall draft pick by Meralco in 2010. He played f",Ford Arao
Q5479867,"Francine Prieto aka Anna Marie Falcon (born Anne Marie Jensen September 17, 1982) is a [[Filipino people|Filipino]Norwegian ] beauty queen, fashion model, product endorser,Radio DJ, singer, host, actr",Francine Prieto
Q5481833,"Francis Elmer Cabalteja Magundayao (born May 14, 1999 in Antipolo, Philippines) is a Filipino actor and a commercial model. He was first known as Iking in the series, Darna. He is also known for portr",Francis Magundayao
Q5488116,"Francis Michael Arroyo Magalona, Jr., better known as simply Frank Magalonahttp://www.pep.ph/news/29858/Frank-Magalona-continues-his-late-father-Francis-M_ (born on December 19, 1987 in Manila, Philip",Frank Magalona
Q5512084,"Jung Byung-hee (; November 6, 1987 ), also known as G.O, is a South Korean idol singer and the main vocalist of the 5 member boy band MBLAQ.   Personal life   Jung Byung Hee (정병희) or G.O is the main v",G.O (singer)
Q5515282,"Gabb (born March 15, 1984) is a Filipino actor.  Early life Born as Gene Gabriel Drilon, he is a nephew of former Senator Franklin Drilon.  Showbusiness career He is part of Star Magic. Introduced in ",Gabb Drilon
Q5515353,"Gabriel Daniel ""Gabe"" Norwood (born on February 9, 1985) is a Filipino-American professional basketball player and a former NCAA basketball player at George Mason University. Norwood is playing for th",Gabe Norwood
Q5529741,"Gianina Maria ""Gee-Ann"" Sta. Maria Abrahan (born November 6, 1985) is a Filipina actress and former reality show contestant. She came to prominence from her stint in the second season of Pinoy Big Bro",Gee-Ann Abrahan
Q5534128,"Geoff Eigenmann (born March 23, 1985) is a Filipino actor notable for his performances in television; he is a member of the Eigenmann showbiz clan. He started out with GMA Network as part of a joint d",Geoff Eigenmann
Q55449,"Adam Nyerere Bahner better known by the pseudonym Tay Zonday, is an American singer, musician, announcer, voice artist, actor, comedian and YouTube personality. He is known for his bass singing voice.",Tay Zonday
Q555264,"Shaun Patrick Livingston (born September 11, 1985) is an American professional basketball player who currently plays for the Golden State Warriors of the National Basketball Association (NBA). In 2004",Shaun Livingston
Q555271,"Reginald Alfred ""Reggie"" Bush, Jr. (born March 2, 1985) is an American football running back for the Detroit Lions of the National Football League (NFL).  He played college football for the University",Reggie Bush
Q556674,"Daequan Cook (born April 28, 1987) is an American professional basketball who currently plays for SPO Rouen Basket of the LNB Pro A.  On June 28, 2007, Cook was taken 21st overall in the 2007 NBA Draf",Daequan Cook
Q5576440,"Godfrey Gao (Chinese: 高以翔; born September 22, 1984) is a Taiwanese-born Canadian model and actor.  Life and career Gao was born in Taipei, Taiwan,http://www.vancitybuzz.com/2011/04/godfrey-gao-vancouv",Godfrey Gao
Q558003,"Haruehun Airry Noppawan (; born September 6, 1986), better known by Haruehun Airry, is a Thai photographer living in Bangkok, Thailand.   Biography  Haruehun Airry graduated with a Bachelor of Arts in",Haruehun Airry
Q558981,"Vic Chou () is a Taiwanese actor, singer and commercial model. He is a member of the Taiwanese boy band F4, and has starred in Taiwanese dramas. His stage name, 周渝民, literally means “a completely chan",Vic Chou
Q559007,"Mario Maurer (, , ; born December 4, 1988) is a Thai model and actor. Starting off a career as a model at age 16, he later became best known for his lead role in the 2007 film, The Love of Siam and th",Mario Maurer
Q5591262,For the screenwriter see Lee Kyung-hee  Grace Lee (; born Lee Kyŏng Hee) is a Korean television host and radio disc jockey working in the Philippines.  She is the third Korean expatriate to appear pro,Grace Lee
Q5593462,"Graig Cooper (born July 12, 1987) is an American football running back who is currently a free agent. After playing college football for Miami, he was signed by the Philadelphia Eagles as an undrafted",Graig Cooper
Q5607453,"Grendel Alvarado is a 30 year old Filipina fashion model from Bacolod who won the first cycle of Philippines' Next Top Model, a Philippine version of Tyra Banks' model search program, America's Next T",Grendel Alvarado
Q561324,"Michael Sowell Copon (born November 13, 1982) is an American actor, model, producer, and singer. He is known for playing Felix Taggaro in the television series One Tree Hill, Vin Keahi in the televisi",Michael Copon
Q56226,"Kim Jong-un (; born 8 January 1983; also romanized as Kim Jong-eun, Kim Jong Un or Kim Jung-eunNote: until recently, Jong Eun's name had been spelled differently in both Korean and English, causing hi",Kim Jong-un
Q5623422,"Not to be confused with Gwen Garcia  Gwen Garci (born May 7, 1981) is a Filipina actress and model who is widely known as being one of the original members of the all-female group Viva Hotbabes and on",Gwen Garci
Q5643740,"Richard Gutiérrez, popularly known as Richard Gutierrez (born January 21, 1984), is a Filipino television actor and commercial model.  Biography  Gutierrez is the son of actor Eddie Gutierrez and Anna",Richard Gutierrez
Q5665545,"Harrison Chad (born July 17, 1992 in New York City, New York, U.S.) is an American actor and voice actor. His roles include young Tarzan in the film Tarzan 2, Boots on Dora the Explorer (2000-2007), t",Harrison Chad
Q567154," is a Japanese gravure idol and tarento signed to Free Style Company. Minami's recognition as a model has also spread beyond Japan and she was named as one of the ""7 most irresistibly cute Japanese id",Akina Minami
Q5675663," is an Anglo-Japanese actress based in London, United Kingdom. She appeared in BBC's Ideal as Miko, and as Marti in Sleepydog's science-fiction TV series Slingers directed by Steve Barron.  Born in Ne",Haruka Abe
Q568062," is a Japanese actress.  Early life Sato was born in Sapporo, Hokkaido, and raised in Tokyo.  Career Sato starred in Hideaki Anno's 2004 comedy film Cutie Honey and Koji Shiraishi's 2007 horror film C",Eriko Sato
Q5687845,"Hazel Ann Mendoza (born on April 26, 1988) is a Filipina actress who is a former Star Magic talent. Her mother is a Filipino and her father, who has died, was Spanish, and her father is also the fathe",Hazel Ann Mendoza
Q570977,"Robert Jack Duarte Wallace (born April 7, 1987 in Mexico City, Distrito Federal) is a Mexican actor and singer. He is known for his acting performance in the Mexican telenovela Rebelde as ""Tomas Goyco",Jack Duarte
Q572761,"Eiza González Reyna (; born January 30, 1990 in Caborca, Sonora, Mexico) is a Mexican actress and singer. In 2007, she gained popularity for her debut role as ""Lola"" in the Mexican teen-oriented music",Eiza González
Q5741372,"Hermes Bautista (born February 7, 1986) is a Filipino-American actor currently on ABS-CBN. He was a housemate on Pinoy Big Brother: Double Up.Pinoy Big Brother Double Up ""Hermes Eugene Bautista"". Retr",Hermes Bautista
Q5751528,"Kristine Zhenie Lobrigas Tandingan (born March 11, 1992 in Digos, Davao del Sur, Philippines), more popularly known as KZ Tandingan, is a Filipino singer who rose to fame after winning the first seaso",KZ Tandingan
Q5769929,"Hirojenel Benz Magalona Peralta (born November 7, 1994 in Manila, Philippines), better known by his stage name Hiro Peralta, is a half-Filipino half-Japanese actor. He made his acting debut when he jo",Hiro Peralta
Q579904,"Tsai Min-you (born 12 November 1986), better known as Evan Yo, is a Taiwanese Mandopop singer-songwriter. He was signed by his management company at 14 Sony Music Taiwan Evan Yo's profile Retrieved 20",Evan Yo
Q5812,|singlestitles = 48<small> ([[Tennis players with most titles since 1968|12th in the Open Era]])</small> |highestsinglesranking = No. '''1''' (4 July 2011) |currentsinglesranking = No. '''1''' (17 Nov,Novak Djokovic
Q584264,"Sofía Lama (; born Sofía Lama Stamatiades on June 9, 1987 in Puebla, Mexico) is a Mexican actress of Greek descent.  Sofia has confirmed her relationship with Julian Gil. They worked together in Eva L",Sofía Lama
Q587188,"Cakka Nuraga (born as Cakka Kawekas Nuraga in Tangerang, Indonesia on ) is an Indonesian musician, singer and guitarist. Singing since the age of eight, he began his musical career by singing jingles ",Cakka Nuraga
Q5880829,"Gaudencio Sillona III (born February 1, 1981), who performs under the mononym Jay R, is a FilipinoRicky Lo, Conversations, ""Jay R: The Heart of The Hunk"", The Philippine Star, April 11, 2004 singer-so",Jay R Sillona
Q5921155,Si  Kazuma Sano  ay isang artista sa bansang Hapon.   Kaurian:Mga artista ng bansang Hapon,Kazuma Sano
Q5957447,"KC Concepcion (born Maria Kristina Cassandra Cuneta Concepcion Pangilinan on April 7, 1985) is a Filipina actress and singer from the Philippines who is currently a National Ambassador Against Hunger ",KC Concepcion
Q5960744,,Kristoff Abrenica
Q596146,"Roberto José Rosales Altuve (born 20 November 1988) is a Venezuelan footballer who plays for Spanish club Málaga CF. Mainly a right back, he can also play as a right midfielder.  Club career [[File:Ro",Roberto Rosales
Q596183, is a Japanese actor. He is a member of the acting group D-BOYS. Yanagishita joined the unit D-Date (D☆DATE) of the same agency as a new member. It was announced at the last performance of the live to,Tomo Yanagishita
Q607077,"Samuelle Lynne Acosta ""Sam"" Pinto (born December 11, 1989) is a Filipino actress and commercial model.  Career  Modeling career Sam started out as a print-ad and TV commercial model. At the age of 10,",Sam Pinto
Q6077574,"Isabel Blaesi (born April 1, 1990) is a Filipina actress who is currently a member of ABS-CBN's circle of homegrown talents named Star Magic. She is well known for playing the role Lisa in Abt Ur Luv.",Isabel Blaesi
Q6077724,"Maria Olivia S. Daytia better known as Isabel Oli (born October 20, 1981 in Cebu City, Philippines) is a Filipina model and television and movie actress.  Background Isabel is the youngest of seven ch",Isabel Oli
Q60933," is a member of the Japanese idol girl group AKB48 under Team A. She is the  of AKB48 and its sister groups. In an interview with Nippon Television in June 2010, AKB48 producer Yasushi Akimoto describ",Minami Takahashi
Q6100258,", popularly known by her screen name , is a Filipino actress, model and teen star. She was one of the Final Four in the 3rd season of StarStruck, a reality-based talent search show of GMA Network in t",Iwa Moto
Q6100828,"Raymond Rama Gutierrez (born on January 21, 1984 in Beverly Hills, California), is a TV host, editor, columnist, endorser and actor in the Philippines. He is best known for hosting Pinoy Idol in 2008.",Raymond Gutierrez
Q6104351,"Joseph Ronald ""J.R."" Quiñahan (born May 8, 1984 in Boljoon, Cebu) is a Filipino professional basketball player of the Philippine Basketball Association. He was born on May 8, 1984 at Cebu City, Philip",J.R. Quiñahan
Q6107918,"John Carlo ""JC"" Barreras Tiuseco (born April 16, 1985) is a Chinese Filipino actor, basketball player, TV host and model. He achieved fame after participating in and winning the first season of the Ph",JC Tiuseco
Q6107924,"John Carlo de Vera, better known by his screen name J.C. de Vera (born March 10, 1986 in Manila, Philippines), is a Filipino actor, host and model.  Personal Life De Vera was offered a basketball scho",JC de Vera
Q610938," (born April 16, 1988) is a Japanese model, actress, and singer from Saitama Prefecture. She is most famous for her role as Mio Kuroki in the Sailor Moon live action show Pretty Guardian Sailor Moon. ",Alisa Durbrow
Q610963,"Carol Claire Aguilar Banawa (born March 4, 1981), better known in the Philippines as Carol Banawa, is a US-based Filipina singer and actress. She is a Star Magic Batch 4 alumni.  Early life and career",Carol Banawa
Q6116398,"Maria Isabella Simone Arroyo Magalona or known as Saab Magalona (born November 26, 1988 in Manila, Philippines) is  a Filipina actress who started in the TV5 youth-oriented drama series Lipgloss. She ",Saab Magalona
Q6121319,"Jade Hanzel Lopez (born October 22, 1987 in Tanauan City, Batangas, Philippines) is a Filipina actress. A former Seventeen Best Female Model, She entered Philippine showbiz through the first wave of S",Jade Lopez
Q6125013,Michelle Chen ( Chén Yánxī; born 31 May 1983) is a Taiwanese actress and singer.  Early life Chen was born on 31 May 1983 in Taipei. She graduated from the University of Southern California in the Uni,Michelle Chen
Q6132421,"James Andrew Davis (born January 1, 1986) is a former American football running back. He was drafted by the Cleveland Browns in the sixth round of the 2009 NFL Draft. He played college football at Cle",James Davis (running back)
Q6132460,"Swirtty Mae Nibley (born March 1, 1986), better known by her screen name Sophia Montecarlo. Sophia used to be a contestant on the reality television Born Diva.  Early life Swirtty was born in Malate, ",Sophia Montecarlo
Q6149427,"Jan Manual (born January 13, 1984) is a Filipino actor and comedian. He made his first showbiz appearance on the fourth season of the Philippine reality show StarStruck where he finished as an avenger",Jan Manual
Q6152602,"Elizabeth Jane Urbano Oineza (known as Jane Oineza, born on July 22, 1996) is a Filipina actress and singer. A child star on Goin' Bulilit and Kung Fu Kids, she gained local relativity on Pinoy Big Br",Jane Oineza
Q6153069,Janelle Ann Caren Quintano Manahan (born 26 July 1989) is an actress in the Philippines. She started showbusiness when she joined ABS-CBN's reality talent search Star Circle National Teen Quest as Jan,Janelle Quintana
Q615910,"Sam Lerner (born September 27, 1992) is an American actor, who made his major debut as the role of Chowder in the 2006 Oscar-nominated computer-animated film, Monster House. Lerner also played a lead ",Sam Lerner
Q6159278,"Japeth Paul C. Aguilar (born January 25, 1987) is a Filipino professional basketball player. He is currently playing for the Barangay Ginebra San Miguel in the Philippine Basketball Association. He al",Japeth Aguilar
Q6159949,"Jared Ryan Dillinger (born January 6, 1984) is a Filipino-American professional basketball player currently playing for the Meralco Bolts in the Philippine Basketball Association. Dillinger is the sec",Jared Dillinger
Q6161904,"Jason Jimenez Abalos (born January 14, 1985) is a Filipino actor.  Biography He was also a graduate of Bachelor of Science in Civil Engineering Batch 2003 at Nueva Ecija University of Science and Tech",Jason Abalos
Q6162520,"Jason Veron Marasigan Francisco (born October 11, 1987) is a Filipino actor and comedian. He was a participantThe Philippine Star and 3rd  placer in Pinoy Big Brother: Double Up.  He was in the follow",Jason Francisco
Q6167314,"Anthony Jay Washington Vea (born November 10, 1981) is a Filipino-American professional basketball that plays for the Talk 'N Text Tropang Texters in the PBA.http://pba.inquirer.net/49083/texters-bag-",Jay Washington
Q6172105,"Jeanne Angeles Harn (born in Rodriguez, Rizal, Philippines) is a Filipina fashion and ramp model, environmentalist, and beauty queen. She competed and won the national beauty pageant Miss Philippines ",Jeanne Harn
Q6175789,"Jeffrei Allan D. ""Jeff"" Chan (born February 11, 1983) is a Filipino professional basketball player who currently plays for the Rain or Shine Elasto Painters in the Philippine Basketball Association.  ",Jeffrei Chan
Q6177282,"Jen Da Silva (born December 4, 1989) is model, dancer as part of the 26K girls of Kapamilya, Deal or No Deal and former housemate of Pinoy Big Brother: Celebrity Edition 2.(1 December 2007). Will Jen ",Jen Da Silva
Q6185298,"Jerwin A. Gaco (born January 17, 1981) is a Filipino professional basketball player who currently plays for the Purefoods Star Hotshots of the Philippine Basketball Association.  He was an undrafted p",Jerwin Gaco
Q6193887," Jim Bruce Viray, is a Filipino professional basketball player who played for the Barako Bull Energy Boosters.  Draft He was signed by the Barako Bull Energy Boosters in 2009 as a free agent.  Externa",Jim Bruce Viray
Q61983,"Jessica Elizabeth Sanchez (born August 4, 1995) is an American singer and songwriter originally from Chula Vista, California. She was the runner-up on the eleventh season of the reality show American ",Jessica Sanchez
Q6199157,"Jimbo R. Aquino (born October 13, 1985)A Leader , GMANews.tv, October 11, 2009, accessed January 1, 2011. is a Filipino professional basketball player who is currently a free agent in the Philippine B",Jimbo Aquino
Q6203017,"Jireh Ralph A. Ibañes (born April 20, 1982) is a Filipino professional basketball player in the Philippine Basketball Association who currently plays for the Rain or Shine Elasto Painters. He was draf",Jireh Ibañes
Q6203095,"Jiro Manio (born as , is a Filipino actor at ABS-CBN. He started acting at a very young age and became the youngest multi-awarded actor of his generation.  Life and career He was born with a Japanese ",Jiro Manio
Q6206206,"Joanne Quintas (née Santos; born c. 1976) is a Filipina actress and former beauty queen who captured the crown of Binibining Pilipinas at age 18, participating in Miss Universe 1995.  Early life Prior",Joanne Quintas
Q6207902,"Jodi Chrissie Garcia Santamaria-Lacson (born June 16, 1982), better known by her screen name, Jodi Sta. Maria (sometimes credited as Jodie Santamaria and Jodi Santa Maria), is a Filipina actress. She ",Jodi Santamaria
Q6214178,"Joseph Emmanuel Paluenzula Bascon, also known as his stage name Joem Bascon, (born August 29, 1986 in Manila, Philippines) is a Filipino actor. He is currently under ABS CBN's talent management arm, n",Joem Bascon
Q6215352,"Johan Morielle Santos (born June 1, 1987) is a Filipino television actor, presenter, and model who participated in 133 episodes of Philippine reality show Pinoy Big Brother: Double Up.  Background San",Johan Santos
Q623321,"Jeremy Steven Suarez (born July 6, 1990) is an American actor.  Biography In 1996, he made his debut roles for Jerry Maguire as Rod Tidwell's son Tyson and as little boy in season 4 of Sister, Sister.",Jeremy Suarez
Q623450,"Seo Woo (born Kim Moon-joo on July 7, 1985) is a South Korean actress. After her breakout role in 2008's Crush and Blush, Seo Woo continues to act in film and television, notably in Paju and The House",Seo Woo
Q624570,"Choi Yeo-jin (born July 27, 1983) is a South Korean-Canadian actress.   Career Choi Yeo-jin was born in Korea, but after her parents divorced, they emigrated to Canada when she was in the first year o",Choi Yeo-jin
Q624588, is a Japanese singer from Tokyo and is signed to SME Records and is represented by Space Craft Produce.  Biography Luna Haruna was interested in anime and music from a young age. In her first year of,Luna Haruna
Q624969,"Ji Hyun-woo (born Joo Hyung-tae on November 29, 1984) is a South Korean actor and musician. He was formerly the lead guitarist for Korean indie rock band The Nuts and is best known for his leading rol",Ji Hyun-woo
Q625442,"Shim Eun-jin (; born February 6, 1981) is a South Korean singer and actress. She was a former member of 1990s girl group Baby V.O.X.  Career Shim Eun-jin launched her singing career in 1998 as a membe",Shim Eun-jin
Q625482,"Lee Jung-hee (, born October 24, 1981), better known by his stage name Lee Jung or J. Lee, is a South Korean singer and actor. He made his debut as a member of 7 Dayz; Lee has since become a solo sing",Lee Jung
Q625489,"Lee Chae-young (; born April 29, 1986) is a South Korean actress.""이채영"", Nate.  She debuted in a music video called ""Come On"" by the Hip-hop group Turtles in 2003. The following year, she appeared in R",Lee Chae-young
Q625503,"Taegoon (born Kim Tae Goon; ; born January 17, 1986) is a Korean pop singer and dancer. His first television appearance was on the talent search program Battle Shinhwa in 2005. He reached the final ro",Taegoon
Q625527,"Solbi (, born 30 September 1983) is a South Korean singer and actress, who débuted as a member of mixed group Typhoon in 2006.  Biography An SM trainee before transferring to Trifecta Entertainment, S",Sol Bi
Q625530,"Lim Jeong-Hee (born May 17, 1981 in Seoul, South Korea) is a South Korean R&B and Pop artist that debuted in 2005 under JYP Entertainment. One of her notable performances in 2005 was the 5th Pattaya M",Lim Jeong-hee
Q626426,"Kwak Ji-min (born Kwak Sun-hee on February 13, 1985) is a South Korean actress. She is best known overseas for her leading role in the Kim Ki-duk film Samaritan Girl, for which she won Best New Actres",Kwak Ji-min
Q626827,"Yoo Soo-Young (; born 23 October 1981, in Yokohama, Japan), more commonly known as Shoo (from her Japanese name ), is a South Korean singer, actor, and a member of the pop group S.E.S..  Although Kore",Shoo
Q626950," is a Japanese musician and leader of the Johnny's Entertainment group NEWS.  Biography Koyama, born in Sagamihara, Kanagawa as the youngest of two children, is the oldest member of NEWS and is often ",Keiichiro Koyama
Q6272301,"Jonas V. Villanueva (born March 31, 1983) is a Filipino professional basketball player currently playing for the NLEX Road Warriors in the Philippine Basketball Association. Born in Bulacan, Philippin",Jonas Villanueva
Q6279009,"John Ross Sanchez-Gamboa, better known by his screen name Joross Gamboa was (born November 28, 1984), is a Filipino actor and model who is now a former GMA Network contract artist after moving back to",Joross Gamboa
Q628910,"Ana Brenda Contreras (born Ana Brenda Contreras Pérez on December 24, 1986 in McAllen, Texas, United States), sometimes credited simply as Ana Brenda, is a Mexican actress and singer.  Biography Growi",Ana Brenda Contreras
Q6289468,"Joshua ""Josh"" Urbiztondo (born February 27, 1983) also known as ""The Fireball"" is a Filipino–American professional basketball player born in San Francisco, California.  He currently plays in the Phili",Josh Urbiztondo
Q6289470,"Joshua ""Josh"" Vanlandingham (born January 22, 1984) but born in American is a Filipino-German professional basketball player in the Philippine Basketball Association and currently plays for the Alaska",Josh Vanlandingham
Q6289766,"Ralph Joshua Dela Cruz Dionisio, better known as Joshua Dionisio (born December 14, 1994) is a Filipino child actor working in television.  Early life Born on December 14, 1994 in Quezon City, he has ",Joshua Dionisio
Q6297430,"Joyce Ching (born January 5, 1995 in San Ildefonso, Bulacan, Philippines), is a Chinese Filipino actress and commercial model.  http://www.wattpad.com/user/chingjoyce    Biography  Joyce attended Mont",Joyce Ching
Q630943," is a Japanese American rock musician signed to Sony Music Entertainment Japan's Ki/oon Records label. He was born and grew up in Los Angeles, California, to two Japanese immigrants. It was not until ",Joe Inoue
Q6312637,"Jung Kyung-ho (born August 31, 1983) is a South Korean actor. He is best known for his supporting roles in I'm Sorry, I Love You (2004) and Time Between Dog and Wolf (2007), and his leading roles in S",Jung Kyung-ho
Q6314010,"June Mar Fajardo (born November 17, 1989), with alternative spellings like Junmar Fajardo or Junemar Fajardo, is a Filipino professional basketball player who currently plays center for the San Miguel",June Mar Fajardo
Q632010,"Altaír Jarabo (born Altaír Jarabo García on August 7, 1986, in Mexico City, Mexico) is a Mexican actress and fashion model. Best known for co-starring in antagonistic roles in Mexican telenovelas such",Altaír Jarabo
Q6369338,"Karla Ysabel Marquez-Santos was (born December 21, 1986 in Olongapo City, Zambales, Philippines), known as Karel Marquez is a Filipino actress, model, singer, and TV host who currently signed under GM",Karel Marquez
Q6369828,"Karen Loren Medrano Agustin (born September 23, 1982) is a Filipino model.  She represented the Philippines at the Miss Universe 2002 pageant in Puerto Rico. She trained for beauty pageants with Javie",Karen Loren Agustin
Q6370142,Karen delos Reyes (born Glomirose delos Reyes on 20 April 1984) is a Filipina actress. She is currently seen in GMA Network. Karen became famous because of the McDonalds ad. She started her acting car,Karen delos Reyes
Q6374949,"Katherine Anne Brown Alano (born July 9, 1985), better known as Kat Alano, is an English-Filipino model, actress and television presenter/VJ in the Philippines.  Early life Kat Alano was born to an En",Kat Alano
Q6378553,"Katrina ""Katya"" Santos (born February 6, 1982) is a Filipina actress and model. She started her career on the Philippine television series Ang TV and Oki Doki Doc at the age of 13. Since then she has ",Katya Santos
Q638209,"José Christian Chávez Garza (, born August 7, 1983), most often known as Christian Chávez, is a singer and actor best known for his role as Giovanni Méndez López in the telenovela Rebelde and its spin",Christian Chávez
Q6382146,"Kean Edward Uson Cipriano, (born 11 June 1987) better known as Kean Cipriano is a Filipino singer, composer, actor, and musician. He is well known as the current vocalist of pop-rock band Callalily.  ",Kean Cipriano
Q6391099,"Kenny Irons (born September 15, 1983) is a former American football running back. He was drafted by the Cincinnati Bengals in the second round of the 2007 NFL Draft. He played college football at Aubu",Kenny Irons
Q6393731,"Kerby Mariano Raymundo (born January 19, 1981) is a retired Filipino professional basketball player lastly played for Meralco Bolts in the Philippine Basketball Association. Known as ""The Kid,"" he was",Kerby Raymundo
