,text,name
Q58737,"Nessa Devil is the stage name of Nikola Jirásková (born December 9, 1988), a Czech pornographic actress.  Career and Award nominations Nessa Devil first appeared in Pierre Woodman castings, and she si",Nessa Devil
Q590297,"   Gianna Lynn (born November 23, 1984) is a pornographic actress, since around 2005. Lynn was born in the Philippines of mixed Filipino, Spanish and Chinese ancestry, and she moved to California at t",Gianna Lynn
Q5936662,Huma Qureshi (; born 28 July 1986 in Delhi) is an Indian actress who mainly works in Hindi cinema. She worked as a theatre actor and model before beginning her film career. After starring in several t,Huma Qureshi (actress)
Q5939743,"Humayun Farhat (; born January 24, 1981 in Lahore) is a Pakistani cricketer. He is a right-handed batsman and wicketkeeper. He is one of two brothers to have played test cricket for Pakistan.  Family ",Humayun Farhat
Q594144,"Vanessa Lane (born October 14, 1983) is an American pornographic actress.  Early life Lane grew up in upstate New York with four brothers and one sister. Her family was conservative, with only Christi",Vanessa Lane
Q6008130,"Imran Abbas Naqvi () (born October 15, 1982) is a Pakistani actor and model. He is best known for his performance as Hammad/Maddy in Khuda Aur Muhabbat. After working for several years in TV dramas, K",Imran Abbas Naqvi
Q60143,"Riley Steele (born August 26, 1987) is an American pornographic actress.  Biography  Early life and adult film career Steele grew up in Escondido, California. Before starting her adult film career, sh",Riley Steele
Q6034248,"Shruti Sawant, better known by her stage name Iniya, is an Indian film actress, who works in the South Indian film industries.  Early life Iniya was born as second child to S.Salahuddin and Savithri a",Iniya
Q6079884,"Isha Talwar (born December 22, 1987 in Mumbai, Maharashtra) is an Indian film and television actress. After she worked as a model and appeared in various commercial, she made her film debut with the 2",Isha Talwar
Q6113138,"Priyanka Kothari (born 1983), often credited as Nisha Kothari  or Amoga, is an Indian-Kenyan actress and model. She has appeared in Bollywood, Telugu, Tamil and Kannada films.Nisha Kothari comes back ",Priyanka Kothari
Q6137804,"  is a  Japanese actress and AV idol.  Life and career Hanai was born on July 20, 1986 in Japan. Like only a few other Japanese AV actresses, among them Maria Ozawa, Tina Yuzuki,  Saori Hara and Anna ",Meisa Hanai
Q614907,"Sonakshi Sinha (; born 02 June 1987) is an Indian actress who works in Bollywood. The daughter of actors Shatrughan and Poonam, she began her career in film as a costume designer. She made her acting ",Sonakshi Sinha
Q615,"Lionel Andrés ""Leo"" Messi Cuccittini (; born 24 June 1987), is an Argentine professional footballer who plays as a forward for Spanish club FC Barcelona and captains the Argentina national team.  By t",Lionel Messi
Q6178509,"Jennifer Dinshaw Kotwal is a Parsi model and actress from Mumbai, India. She went to school at Villa Teresa High School in Mumbai, and completed her studies with a degree in Economics at HR College, a",Jennifer Kotwal
Q6187816,"Jessie Rogers (born August 8, 1993) is a Brazilian-American Internet celebrity and former pornographic actress.  Early life Rogers was born in Goiânia, Brazil.Tod Hunter, ""Fresh Face: Jessie Rogers"", ",Jessie Rogers
Q6190919,"Jharna Bajracharya (Nepali: झरना बज्राचार्य) is a Nepali film actress. She was crowned Miss Nepal in 1997, at the age of sixteen.Jharana's Interview to Fursad.com  Biography  Early Beginning  Jharana ",Jharana Bajracharya
Q62135,"Sexy Cora (born Carolin Ebert, civil name Carolin Wosnitza; 2 May 1987 – 20 January 2011) was a German pornographic actress, model, and reality show participant.  Cora was born in Berlin. She was one ",Sexy Cora
Q62136,"Prachi Desai  is an Indian film and television actress. She is the endorser, spokesperson, brand ambassador and the face of Neutrogena products in India. She starred her television career in the seria",Prachi Desai
Q625865,"Ashley Fires (born March 2, 1982) is the stage name of an American pornographic actress. She was initially a girl/girl only performer for eight years before she started working with men also.  Persona",Ashley Fires
Q62869,"Mounir El Hamdaoui () (born 14 July 1984) is a Moroccan-Dutch footballer who plays for ACF Fiorentina in Italy, as a forward.  He previously played for Excelsior, Tottenham Hotspur, Derby County, Will",Mounir El Hamdaoui
Q6304824,"Syeda Mehr Bano Kazim (),  known by the stage name Juggun ""Jay"" Kazim (), is a Pakistani-Canadian actress, model, and television host. She has worked in numerous Pakistani and Canadian films.  She was",Juggan Kazim
Q6311609,"Junaid Khan(Pashto/; born 24 December 1989, Swabi District) is a Pakistani international cricketer who bowls left arm fast. He is the first player from Swabi to qualify for the Pakistan national crick",Junaid Khan
Q6311621,"Junaid Zia (born December 11, 1983 in Lahore) is a Pakistani cricketer who has played List A cricket for the Pakistan national cricket team. He is a right-handed batsman and a right-arm medium-fast bo",Junaid Zia
Q6371092,"Karishma Tanna  (born December 21, 1983) is an Indian television & film actress, and a model. She is best known for her film  Grand Masti, TV series Kyunki Saas Bhi Kabhi Bahu Thi and reality TV show ",Karishma Tanna
Q6372510,"Karlie Simon (born August 22, 1987 in England) is a pornographic actress. She won the award for Best New Starlet at the 2007 UK Adult Film and Television Awards.  References   External links          ",Karlie Simon
Q63730,"Genelia D'Souza (born 5 August 1987) is an Indian film actress, model, and host. She has appeared in South Indian cinema and Bollywood films. After gaining wide attention in a Parker Pen commercial wi",Genelia D'Souza
Q6394574,Kerry Louise is the stage name of a British pornographic actress from Nottingham in the East Midlands.  Louise began part-time glamour modeling in 2004 whilst continuing her day job in a bank.“Kerry L,Kerry Louise
Q639736,"Syra Yousuf (also called Syra Yousuf Khan) is a Pakistani actress, model and VJ.Syra Yousuf — Pakistani entertainment’s major discovery!  Yousuf was born in Karachi, Pakistan. Her mother is from Afgha",Syra Yousuf
Q6399530,"Khalid Latif (), (born 4 November 1985 in Karachi) is a Pakistani cricketer.  A right-handed opening batsman, Latif was captain of the Pakistani side which won the U-19 World Cup in 2004. He made his ",Khalid Latif (cricketer)
Q6403114,Khurram Manzoor (born 10 June 1986) is a Pakistani international cricketer who has also played both Test cricket and One Day Internationals for his country. He is a right-hand opening batsman who also,Khurram Manzoor
Q6414810,"Kiran Khan (born December 21, 1989https://ticket.wikimedia.org/otrs/index.pl?Action=AgentTicketZoom;TicketID=7361053 OTRS 2014012510007061 in Pakistan) is an Olympic swimmer, and one of the first inte",Kiran Khan
Q6414820,"Kiran Rathod is an Indian film actress. She has predominantly appeared in Tamil films but has also acted in Hindi, Malayalam, Telugu and Kannada films.  Early life Rathod was born on 11 January 1981 i",Kiran Rathod
Q6414856,"Kirat Bhattal (born 26 January in Monrovia, Liberia), professionally  known as Kirat or Keerath in South India, is an Indian film actress.  She debuted in modelling roles and then made a breakthrough ",Kirat Bhattal
Q6428089,"Komal Rizvi () (born August, 1976 Karachi), is a Pakistani actress, singer, songwriter, and a television host. She is famous for her songs in Coke Studio.  Early Career & Success Komal started off her",Komal Rizvi
Q6435847,"Nithya MenenPNG image. Retrieved on 20 November 2011. is an Indian film actress and playback singer, who works in the South Indian film industries.  Early life Nithya Menen was born in Banglore, Karna",Nithya Menen
Q6438563,"Kriti Kharbanda is an Indian film actress and model who appears in Kannada and Telugu films. Born in New Delhi and brought up in Bengaluru, she worked as a commercial model before making her acting de",Kriti Kharbanda
Q6443214,"Kulraj Kaur Randhawa (born 16 May 1983) is a punjabi film actress best known her role as “Kareena” in the popular TV series Kareena Kareena.  Filmography {| class=""wikitable sortable"" |+Films http://w",Kulraj Randhawa
Q6448629,"Radhika Kumaraswamy (born 1 November 1986Chitratara.Com | It Is Official on Print – Radhika Kumaraswamy!), credited as Radhika, is an Indian film actress and producer. She has primarily appeared in Ka",Radhika Kumaraswamy
Q6473868,"Laila Khan (born Reshma Patel) was an Indian-born Bollywood actress, best known for her role opposite Rajesh Khanna in the 2008 movie Wafa: A Deadly Love Story. Laila was allegedly married to Munir Kh",Laila Khan
Q6479880,"Lakshmi Menon is an Indian film actress, who mainly appears in Tamil and Malayalam films. After making her acting debut in a supporting role in the Malayalam film Raghuvinte Swantham Raziya (2011), sh",Lakshmi Menon (actress)
Q6502376,"Lavanya Tripathi is an Indian model and actress. After working as a model and winning the Miss Uttarakhand title in 2006, she entered the film industry in 2012Andala Rakshasi.  Early life Lavanya Trip",Lavanya Tripathi
Q6502596,"Laverne Cox is an American actress, reality television star, television producer, and LGBT advocate,  best known for her portrayal of Sophia Burset on the Netflix television series Orange Is the New B",Laverne Cox
Q6508202,"Lea Lexis (born February 18, 1988) is the stage name of a Romanian pornographic actress, active since 2007.  Lexis claims that she has previously been a gymnastics star, winning five national titles i",Lea Lexis
Q6519926,"Leilani Leeane (born October 1, 1992) is the stage name of an American model and pornographic actress.  Personal life She was born in Lancaster, California to a Filipino and black mother and a Puerto ",Leilani Leeane
Q6520599,"Lekha Washington is an Indian origin film actress and product designer, who has appeared in Tamil, Hindi, Telugu and Kannada language films. She was first recognised for her work as a sculptor in 2002",Lekha Washington
Q6537661,"Alexandra Danielle ""Lexi"" Ainsworth (born October 28, 1992) is an American actress.  She is known for her role as Kristina Davis on General Hospital.  Personal life and career Ainsworth was born in Ok",Lexi Ainsworth
Q6558075,"Lisa Haydon (born Elisabeth Marie Haydon; 17 June 1986) is an Indian model and actress, best known for her work in the Bollywood comedy-drama film Queen (2014).  Early life Haydon was born as Elisabet",Lisa Haydon
Q6670539,"London Keyes (born August 18, 1989) is an American pornographic actress.  In 2011, Complex magazine ranked her at #18 in their list of ""The Top 50 Hottest Asian Porn Stars of All Time"". After she appe",London Keyes
Q6727727,"Madiha Iftikhar (Urdu: مدیحہ افتخار)  (born on 5 February 1985) is a Pakistani drama actress and model.  Early life Madiha Iftikhar was born to Iftikhar Ahmed and Rehana Iftikhar, in Islamabad, Pakist",Madiha Iftikhar
Q6735131, is a popular and prolific Japanese model and AV idol. She debuted in 2002 and performed in a variety of Japanese adult video genres until her retirement in 2005.  Life and career Haruna was born in T,Mai Haruna
Q6744184,"Mallika Kapoor is an Indian film actress, working in the South Indian film industries.  Biography Kapoor was raised in a middle-class Punjabi family. Her father works in the merchant navy and her moth",Mallika Kapoor
Q6750364,"Manjari Fadnis (born 10 July 1984) is an Indian film actress, who has appeared in Hindi, Telugu, Bengali, Malayalam, Kannada and Tamil language films. She is best known for her performance in the 2008",Manjari Phadnis
Q6751718,"Mansha Pasha (born October 19, 1987) is a Pakistani actress best known for portraying the character Rushna on Hum TV's drama serial Shehr-e-Zaat, Sidra of Zindagi Gulzar Hai, Nisha of Madiha Maliha, S",Mansha Pasha
Q6751819,Mansoor Amjad (born 14 December 1987) is a Pakistani cricket player. Despite his young age he has already played for the Pakistan A cricket team.  Mansoor Amjad is a right-handed wrist spinner who too,Mansoor Amjad
Q6761637,"Maria Toorpakay Wazir (; ; b. November 22, 1990 in South Waziristan) is a professional Pakistani squash player from South Waziristan.  She is currently ranked 54th in the world,http://www.squashinfo.c",Maria Toorpakay Wazir
Q6796658,"Maya Ali (born Maryam Tanveer Ali on July 27, 1989) is a Pakistani actress, model and video jockey.   She has worked as video jockey at SAMAA TV, Waqt News and Dunya News. She is best known for her ro",Maya Ali (actress)
Q6796693,"Maya Gold (born 11 August 1981) is the stage name of a Hungarian pornographic actress. She began her career in 2002 and worked under other variants of the Maya Gold stage name, notably Maja Gold, Maya",Maya Gold
Q6807665,"Meera Chopra, also known as Nila, is an Indian film actress who appears in Tamil, Telugu and Hindi films.Nila bids goodbye  Girl uninterrupted   Background  Meera Chopra was born on 8 July 1983 in Del",Meera Chopra
Q6807672,"Meera Nandan is an Indian actress who works in the South Indian film industries. She started her career as a television host in Malayalam television and went on to become an actress, mostly appearing ",Meera Nandan
Q6807675,"Meera Vasudevan (born 29 January 1982) is an Indian film actress and model, who has appeared in Malayalam, Tamil, Hindi and Telugu-language films.http://www.jointscene.com/artists/Kollywood/Meera_Vasu",Meera Vasudevan
Q6807727,"Meesha Shafi () (born 1 December 1981 Lahore), is a Pakistani actress, model and a singer who has appeared in Pakistani, Hollywood and Bollywood films.   Shafi made her film debut with a supporting ro",Meesha Shafi
Q6809053,"Meghana Raj is an Indian film actress, who works mainly in Malayalam and Kannada films and occasionally in the other South Indian languages. She made her acting debut in the 2009 Telugu film Bendu App",Meghana Raj
Q6809469,Meher Abbasi (مہر عباسی) formerly Meher Bokhari (مہر بخاری) is a journalist and a television host from Pakistan working at Dawn News. She has worked for Samaa TV and Dunya News.   Career  She started ,Meher Bukhari
Q6809838,"Mehreen Raheel is a Pakistani model, actor, managing director of her family company R vision and host who appears in Pakistani films and serials.   She is best known for portraying the main leads in M",Mehreen Raheel
Q6809908,"Mehwish Hayat (born January 6, 1983) is a Pakistani actress, model and singer. She participated in series Madventures - Ary Digital. She has also worked in a film Insha'Allah released in 2010.   Drama",Mehwish Hayat
Q6862116,"Mimi Chakraborty is a Bengali film and television actress.  She rose to fame by playing the role ""Pupe"", the female lead in mega serial Gaaner Oparey.  Early life Mimi Chakraborty was born in Raiganj,",Mimi Chakraborty
Q6881653,"Mithra Kurian  (born Dalma Kurian), is an Indian film actress who appears in Malayalam and Tamil films.http://www.mathrubhumi.com/movies/interview/57804/#storycontent After appearing in supporting rol",Mithra Kurian
Q6892129,Mohammad Khalil (born 11 November 1982 in Lahore) is a Pakistani cricketer. He is a left-handed batsman and a left-arm medium-pace bowler. When Khalil was called into the Pakistani cricket team to pla,Mohammad Khalil
Q6892400,"Mohammad Salman (born 7 August 1981, Karachi)Profile espncricinfo. Retrieved 21 April 2011 is an international cricketer from Pakistan. He is a right handed batsman and a wicketkeeper. He was brought ",Mohammad Salman
Q6897022,"Momal Sheikh () (born April 6, 1986 Karachi) is a Pakistani actress and model. She is currently being seen in the TV serials on different channels. Her debut film is an upcoming Naach. She is best kno",Momal Sheikh
Q6900109,Monica Vera is a Spanish pornographic actress.  Awards and nominations 2006 FICEB Ninfa Prize winner – FICEB Queen 2006 FICEB Ninfa Prize nominee – Best New Spanish Actress (Rompiendo barreras) 2007 F,Monica Vera
Q6919169,"Mouni Roy is an Indian television actress. Mouni was born in Cooch Behar, West Bengal to Anil Roy and Mukti Roy. She also has a younger brother named  Mukhar Roy. Mouni was in the first year of M.A. i",Mouni Roy
Q6932094,"Mugdha Godse (born 26 July 1986) is an Indian actress and model who appears in Bollywood films. A former model, Godse was a semi-finalist at the Femina Miss India 2004 competition. She made her acting",Mugdha Godse
Q6935255,"Mumaith Khan is an Indian film actress known for her item numbers. She has acted in Telugu, Hindi, Tamil and Kannada language films.  Filmography Telugu  Kevvu Keka (2013)  Gundello Godari (2012)  Dhe",Mumaith Khan
Q6943338,"Mustafa Zahid (Urdu:مصطفی زاہد) is a Pakistani rock artist who has enjoyed a lot of success since bursting into the public eye in 2006 with his hit single ""Tera Mera Rishta"". Mustafa is also the band ",Mustafa Zahid
Q69573,"Mohammed Ajmal Amir Kasab (Punjabi/‎; 13 July 1987 – 21 November 2012) was a Pakistani militant and a member of the Lashkar-e-Taiba Islamist group, through which he took part in the 2008 Mumbai terror",Ajmal Kasab
Q6959240,"Naheed Shabbir (or Naheed Shabeer) () (born Nov 1, 1973 Karachi), is a Pakistani television actress and model. She started her career from Pakistan Television Corporation and is currently being seen i",Naheed Shabbir
Q6959885,"Syed Najaf Hussain Shah (born 17 December 1984 in Gujar Khan, Rawalpindi) is a Pakistani first-class cricketer who plays for Rawalpindi and Pakistan International Airlines. He has played one One Day I",Najaf Shah
Q6961913,"Namitha Pramod (born 19 September 1996) is an Indian film actress, who appears in Malayalam films. She made her acting debut in the Malayalam film  Traffic.  Early life Namitha Pramod was born on 19 S",Namitha Pramod
Q6968779,Nathalia Kaur (born Nathalia Pinheiro Felipe Martins on 15 August 1990) is a Brazilian model and actress who works in India.  Early life Kaur was born as Nathalia Pinheiro Felipe Martins in Rio de Jan,Nathalia Kaur
Q6981172,"Nauheed Cyrusi (born 19 October 1982) is a British model, VJ and film actress.   Early life  Nauheed was born to an Indian descent Parsee Zorastrian Family in Belfast, UK. The meaning of her name is V",Nauheed Cyrusi
Q6981411,"Nausheen Ali Sardar is an Indian television actress and model.  Biography thumb|Nausheen Ali Sardar Nausheen grew up in a Catholic society, studied at St.Aloysius High School (Chapel Road, Bandra West",Nausheen Sardar Ali
Q6986771,"Neelam Muneer is a Pakistani actress and model. She appears on Hum TV, Geo TV and ARY Digital drama serials.   Career  Muneer made her acting debut in Thoda Sa Aasmaan. Later she appeared in Meri Subh",Neelam Muneer
Q69955,"Tyra Misoux (born January 3, 1983) is the stage name of a former German pornographic actress. She lives in Berlin.  Misoux worked as a waitress before starting her adult film career at around age 19. ",Tyra Misoux
Q7034236,"Niharika Singh (born 31 August 1982) is an Indian film actress and the winner of Femina Miss India Earth 2005. She made her acting debut with the film Miss Lovely, which premiered at the 2012 Cannes F",Niharika Singh
Q7035116,"Nikita Thukral (born July 6, 1981) is an Indian film actress and model, who has acted in Telugu, Tamil, Kannada and Malayalam films.  Early life Thukral was born into a Punjabi family and was raised i",Nikita Thukral
Q7035261,نکی سیکس (لاطینی: Nikki Sexx) ایک فحش اداکارہ ہے۔   متعلقہ روابط   فہرست فحش اداکارائیں  فحش فلم  فحش نگاری   حوالہ جات  زمرہ:نامکمل  زمرہ:1983ء کی پیدائشیں زمرہ:امریکی فحش اداکارائیں زمرہ:بقید حیات ش,نکی سیکس
Q7040243,"Nisha Aggarwal  is an Indian film actress who appears in Telugu, Tamil and Malayalam films. She is the sister of the Indian Actress Kajal Agarwal.Kajal Agarwal's sis to make entry. IndiaGlitz (12 Dece",Nisha Agarwal
Q7114189,"Oviya (born Helen Nelson on April 29, 1986) is an Indian model and film actress, who mainly works in the Tamil film industry. She rose to fame with the 2010 comedy film Kalavani.Oviya: The Kalavaani g",Oviya
Q712611,"Sanam Saeed () is a British Pakistani actress, singer and model, who appears in Pakistani films and serials. Through her successful career, Saeed has established herself as one of the leading actress ",Sanam Saeed
Q7127775,Pallavi Kulkarni is an Indian television actress who has appeared in several television series since the mid-2000s. Her most popular show for which viewers still recognize her is Kehta Hai Dil on Star,Pallavi Kulkarni
Q7127782,"Pallavi Subhash () is an Indian film and soap opera actress. A Maharashtrian model-turned actor, Pallavi Subhash has performed in nearly a dozen Marathi films, TV serials, commercials, and plays. She ",Pallavi Subhash
Q7141318,Parvez Ghulam Rasool Zargar (born 13 February 1989) is an Indian cricketer who plays as an all-rounder for Jammu & Kashmir.http://www.ndtv.com/article/people/meet-parvez-rasool-jammu-and-kashmir-s-fir,Parvez Rasool
Q7156651,"Payal Rohatgi (born 9 November 1984) is an Indian actress and reality TV performer who appears in Bollywood films.  Early life Rohatgi was born in Banjara Hills, Hyderabad, India on 9 November 1984 Hy",Payal Rohatgi
Q7204147,"Saba Qamar Zaman (), (born April 5, 1984) is a Pakistani model and actress. She has appeared in a variety of television dramas and advertisements. She has played best roles in Dastaan, Bunty I Love Yo",Saba Qamar
Q7228518,"Pooja Gaur is an Indian television actress.  Career Gaur appeared in the television series Kitani Mohabbat Hai as Purvi, the sister of the show's main character, before appearing as Pratigya in Mann K",Pooja Gaur
Q7228526,"Pooja Gandhi, also known as Sanjana Gandhi, is an Indian film actress known for her works in Kannada cinema, but has also appeared in few Tamil films. She went on to appear in commercially successful ",Pooja Gandhi
Q7228697,"Poonam Kaur is an Indian actress and model from Hyderabad, who appears in Tamil and Telugu films.   Career  Born and raised in Hyderabad, India, Poonam Kaur did her schooling there as well, before doi",Poonam Kaur
Q7246458,"Priya Anand (born 17 September 1986) is an Indian film actress and model who appears in Tamil and Telugu films including, Leader and Vaamanan.Settu Shankar Priya Anand debuts through Vaamanan. OneIndi",Priya Anand
Q7246459,Priya Bapat (Marathi: प्रिया बापट) is an Indian actress. She made her Bollywood debut in Dr. Jabbar Patel's film Dr Baba Saheb Ambedkar as young Ramabai. She also plays a lead role in Marathi Stage dr,Priya Bapat
Q7246470,"Priyaa Lal (born Priyanka Lalaji on 1 August) is a British Indian actress. Her first appearance was in the Malayalam film Janakan in 2010, directed by N. R. Sanjeev with Mohan Lal and Suresh Gopi. She",Priya Lal
Q7246483,"Priya Wal (born 9 December 1985) is an Indian  television actress, known for her roles in television series such as Remix, Kahani Ghar Ghar Ki, and Pyaar Kii Ye Ek Kahaani.  Early life Priya Wal was b",Priya Wal
Q7280241,"Radhika Apte (born 7 September 1985) is an Indian film and stage actress. Radhika has acted in Hindi, Bengali, Marathi, Telugu and Tamil films. She has also acted for Mohit Takalkar’s theatre troupe A",Radhika Apte
Q7280244,"Radhika Pandit (; born 7 March) is an Indian film and television actress who appears in Kannada films, mostly performing lead characters. Making her feature film debut in the 2008 film Moggina Manasu,",Radhika Pandit
Q7283095,"Ragini Dwivedi (born 24 May 1990) is an Indian film actress and model who appears in South Indian cinema, but primarily in Kannada cinema. As a model, she was the runner-up of the 2008 Femina Miss Ind",Ragini Dwivedi
Q7283097,Ragini Khanna is an Indian film and television actress. Khanna hosted Zee TV's talent-hunt reality show India’s Best Dramebaaz (2013)  and reality comedy show Gangs of Haseepur (2014).   Career    Tel,Ragini Khanna
Q7286791,"Swetha (born 31 March 1984), popularly known as Rakshita, is a South Indian film actress. She has acted in  Kannada, Tamil and Telugu language films. Rakshita made her acting debut in the 2002 Kannada",Rakshita
Q7290391,"Not to be confused with another Indian actress Ramya.  Ramya Barna (; born 4 August 1986) is an Indian film actress, primarily appearing in Kannada films. She made her acting debut in 2008, starring i",Ramya Barna
Q7290393,"Divya Spandana (born 29 November 1982), known by her stage name Ramya, is an Indian film actress and politician.Congress wins Karnataka by-polls by heavy margin She predominantly acts in Kannada films",Ramya
Q7294801,"Rashmi Desai (born Divya Desai; 4 August 1986) is an Indian television actress. She is best known for playing the role of Tapasya Thakur (Tappu) in the popular television soap opera, Uttaran on Colors",Rashami Desai
Q7295459,Ratan Rajput is an Indian actress best known for her roles in the Indian soap Agle Janam Mohe Bitiya Hi Kijo as Laali and as Princess Amba in Mahabharat.Both the shows fetched her positive critical ac,Ratan Rajput
Q7295698,"Rati Pandey  is an Indian television actress. She appeared in TV shows Miley Jab Hum Tum, Hitler Didi and Raat Hone Ko Hai.  Television 2007 Raat Hone Ko Hai (episodic role) 2007-08 Har Ghar Kuch Keht",Rati Pandey
Q7299445," Raza Hasan  (),born (8 July 1992, Sialkot, Punjab) is a Pakistani first-class cricketer. He bowls left-arm orthodox spin and can also bowl the doosra which turns the other way (into the right hand ba",Raza Hasan
Q7308445,"Regina Cassandra is an Indian film actress appearing in Tamil, Telugu and Kannada films.  Career Regina's mother tongue is Tamil. She started anchoring when she was four for Splash, a kids' channel an",Regina Cassandra
Q7313005,Renee Richards (born 30 September 1984 in Birmingham) is an English pornographic actress.   Renee worked as stripper for two years and was a drama student before starting her career in adult films.Ren,Renee Richards (pornographic actress)
Q7320290,"Rhea Chakraborty (born 1 July 1992 in Bangalore, india) is an Indian BollywoodRhea Chakraborty is already making her way into Bollywood - India Today and Telugu film actressRhea Chakraborty: Working i",Rhea Chakraborty
Q7323499,Richa Chadda (born 28 December 1986) is an Indian actress. She made her Bollywood debut with the comedy-drama film Oye Lucky! Lucky Oye! (2008). She was praised for her performance in the 2012 crime f,Richa Chadda
Q7334360,"Rima Kallingal (born 19 January 1984) is an Indian model and film actress, predominantly appearing in Malayalam cinema.  After being named First Runner-up in the Miss Kerala 2008 contest, she went to ",Rima Kallingal
Q73486,"Brooklyn Lee (born June 1, 1989) is an American former pornographic actress.  Early life Lee was born and raised in Ohio. She also lived in Puerto Rico, Kentucky, New York, Pennsylvania and Canada dur",Brooklyn Lee
Q7361477,"Roma Asrani (born August 25, 1984) is an Indian model turned actress who works mainly in Malayalam-language films.http://www.mathrubhumi.com/movies/interview/1692/ She made her début in the Telugu fil",Roma Asrani
Q7396286,"Saboor Ali, is a Pakistani model and actress known for her role in ARY Digital serial Mehmoodabad Ki Malkain and Bunty I Love You.http://www.showbizpakblog.com/2011/12/pakistani-showbiz-siblings-broth",Saboor Ali
Q7396399,"Sabrina Blond (born on 16 February 1987) is a Czech pornographic film actress. She often works with Little Caprice, who is also from the Czech Republic. In 2008, she started her career in adult films ",Sabrina Blond
Q7399061,"Sagarika Ghatge is an Indian film actress best known for her debut role as Preeti Sabarwal in the Bollywood movie, Chak De! India.  Career In 2007, Ghatge portrayed Preeti Sabarwal, a fictional member",Sagarika Ghatge
Q7399819,"Sai Tamhankar (born, 25 June 1986) is an Indian actress.  She has acted in the Hindi movie Ghajini She has acted in Marathi film Rita and the September 2012 release No Entry Pudhe Dhoka Aahey, She has",Sai Tamhankar
Q7402602,"Sajal Ali () (born January 17, 1994 Lahore) is a Pakistani actress and model noted for playing a variety of characters in a range of serials—from contemporary social to romantic dramas.   Ali made her",Sajal Ali
Q7403094,"Sakshi Talwar is an Indian television actress. She plays the role of Rano in Zee TV's soap opera, ""Ranbir Rano"". She is also seen in Zee TV's serial ""Ek Thi Rajkumari"". Talwar started her career by pl",Sakshi Talwar
Q7409584,"Samiullah Khan Niazi (born 4 August 1982) is a Pakistani first-class cricketer who plays for Sargodha, Faisalabad and Pakistan A as a left-arm medium-fast bowler.  Samiullah Khan Niazi was one of the ",Samiullah Khan (cricketer)
Q7415417,"Sana Askari (April 23, 1988) is a Pakistani model and actress.    EarlyLife Askari grew up in Karachi and attended Beaconhouse School. She graduated from NAPA in 2010 and did her first theatre play Ad",Sana Askari
Q7415555,Sanaya Irani  is an Indian model-turned actress. Her first major role was in the Indian youth show Miley Jab Hum Tum. She subsequently appeared in Iss Pyaar Ko Kya Naam Doon?.  Early life Irani  spent,Sanaya Irani
Q7415626,"Sanchita Padukone (born 16 March 1988) is an Indian film actress, who predominantly acts in Tamil and also appears in Kannada films and Telugu films. She hails from the same village as Bollywood actre",Sanchita Padukone
Q7415964,Sandali Sinha is an Indian Bollywood actress and model. Her acting in Tum Bin brought her attention.Sandali sinha-Times of India  Early life She comes from an Air Force background. Her father died in ,Sandali Sinha
Q7416289,"Revathy (born 27 September 1988), known by her stage name Kaadhal Sandhya, is an Indian film actress who acts primarily in Tamil, Malayalam, Telugu and Kannada films. She made her debut as an actress ",Sandhya (actress)
Q7418576,"Archana Galrani better known by her stage name Sanjjanaa, is an Indian model and film actress. She made her film debut in the Tamil film Oru Kadhal Seiveer (2006) and soon became noted after her contr",Sanjjanaa
Q7420163,"Santhoshi (born 31 March 1987) is an Indian film and television actress. She is probably best known for her performances in the films Bala, Jai and Honeymoon Express and most prominently for her perfo",Santhoshi
Q7421671,"Sara Khan is an Indian model and actress. She won the Miss Bhopal title in 2007, She has done anchoring for Doordarshan Madhya Pradesh and ETV. She made her television career in Star Plus show Sapna B",Sara Khan
Q7421693,"[[File:SaraLoren.jpg|thumb| Loren at Launch of Manish Arora's store.]]  Sara Loren () (born as Mona Lizza Hussain), is a Pakistani actress and model.Pakistani girl Sara Loren sizzles in Murder 3  Lore",Sara Loren
Q7423467,Sarayu is an Indian film actress who appears in Malayalam films.http://www.manoramaonline.com/cgi-bin/MMOnline.dll/portal/ep/malayalamContentView.do?contentId=15267915&programId=7940954&channelId=-107,Sarayu (actress)
Q7424959," is a Japanese model, actress and former AV Idol who was born on April 18, 1985 in Okinawa, Japan. She has also used the name .  Life and career  Gravure Idol - Chieri Haruyama Under the name Chieri H",Sasa Handa
Q7427426,"Saumya Tandon is an Indian actress. She co-hosted Zor Ka Jhatka: Total Wipeout (based on the Wipeout format) with Shah Rukh Khan in 2011.Television: Dream come true Hindustan Times, New Delhi, Decembe",Saumya Tandon
Q7462371,"Mohammad Shahzaib Hasan Khan (), (born 25 December 1989) is a Pakistani cricketer. He plays domestic cricket for Karachi Zebras, making his debut with them in the 2008–09 season. He is a hard hitting ",Shahzaib Hasan
Q7462919,"Shakib KhanShakib Khan Numero Uno. Thedailystar.net (28 April 2011). Retrieved on 2 September 2011. (Bengali:  শাকিব খান, born 28 March 1983) is a Bangladeshi film actor. Shakib made his debut in  ""An",Shakib Khan
Q7489922,"Sharmiela Mandre (; born 28 October 1989) is an Indian actress who mainly appears in Kannada films.   Career She started her film career through the Kannada film Sajni, opposite Dhyan and had her firs",Sharmiela Mandre
