,text,name
Q809976,"Bashir Babajanzadeh Darzi (, born August 9, 1989 in Babol) is an Iranian male wrestler.  External links  bio on fila-wrestling.com  Category:Living people Category:1989 births Category:Iranian sport w",Bashir Babajanzadeh
Q810634,Bastian Steppin (* 5. Dezember 1990 in Schwerin) ist ein deutscher Volleyballspieler.   Karriere  Bastian Steppin ist der Sohn der ehemaligen Volleyball-Rekordnationalspielerin Ute Steppin. Er begann ,Bastian Steppin
Q811061,"Batzayagiin Pürevdorj (; born November 18, 1983) is a Mongolian ice hockey player who is currently playing for Khangarid of the Mongolia Hockey League.Profile on eliteprospects.com  Pürevdorj has comp",Batzayagiin Pürevdorj
Q815037,"Bekir İrtegün (born 20 April 1984) is a Turkish footballer who plays as a centre back for Fenerbahçe and the Turkish national team.  Career Club career On 8 June 2009, İrtegün transferred to Turkish g",Bekir İrtegün
Q815255,Belal Mansoor Ali (; born 17 October 1988) is a middle distance runner now representing Bahrain after changing nationality from Kenya.  He was born John Yego on 17 October 1988 in Kenya. A lot of cont,Belal Mansoor Ali
Q81584,Sebastian Alexander Jung (born 22 June 1990) is a German footballer who plays as a right back for VfL Wolfsburg in the Bundesliga.  Club career Jung played his first Bundesliga match for Eintracht Fra,Sebastian Jung
Q816497,"For other persons of the same name, see Ben Gordon (disambiguation).  Ben Gordon (born January 31, 1985) is an American professional ice hockey forward who is currently playing for the Tulsa Oilers in",Ben Gordon (ice hockey)
Q816876,"thumb|Benedict Staben, Hamburg, November 2012Benedict ""Bene"" Staben (* 21. Mai 1990 in Hamburg) ist ein deutscher Profi-Golfspieler.Hamburger Abendblatt onlineKurz notiert (20. Oktober 2012) (Abgerufe",Benedict Staben
Q817396,"Benjamin Bara (* 12. Mai 1989 in Essen, Nordrhein-Westfalen) ist ein deutscher Schauspieler.   Leben  Benjamin Bara wurde als Sohn einer Friseurin und eines Versicherungskaufmanns geboren. Er wuchs zu",Benjamin Bara
Q817400,"Benjamin Barz (* 8. August 1983 in Bad Tölz, Bayern) ist ein deutscher Eishockeyspieler, der seit der Saison 2014/15 beim ESV Waldkirchen in der Eishockey-Bezirksliga auf der Position eines Stürmers s",Benjamin Barz
Q817451,Benjamin Dollhofer (* 24. März 1991) ist ein deutscher Volleyball- und Beachvolleyballspieler.    Karriere  Benjamin Dollhofer spielte seit seiner Jugend auf der Außen-Annahme-Position beim TV Bühl. I,Benjamin Dollhofer
Q817452,Benjamin Dyball (* 20. April 1989) ist ein australischer Straßenradrennfahrer.  Benjamin Dyball gewann 2009 eine Etappe bei der Tour of Bright. Im nächsten Jahr war er bei einem Teilstück der Canberra,Benjamin Dyball
Q817497,"Benjamin Fuchs (born 20 October 1983) is an Austrian footballer, who also holds German citizenship. He currently plays for Konyaspor. Career  Fuchs started his senior career with SpVgg Greuther Fürth,",Benjamin Fuchs
Q817499,Benjamin Fuß (born 28 June 1990 in Bad Salzungen) is a German footballer who plays for FSV Zwickau.   Career  Fuß began his career with FC Carl Zeiss Jena who was promoted to the second team on 1 July,Benjamin Fuß
Q817611,"Benjamin Martins (* 16. April 1985) ist deutscher Jungschauspieler, der nach seiner Schauspielausbildung in Köln und Berlin seine ersten Erfolge auf Bühnen im In- und Ausland, als auch im Deutschen Fe",Benjamin Martins
Q817628,"Benjamin Munz (* 10. November 1983 in Ludwigsburg, Baden-Württemberg) ist ein deutscher Filmproduzent und Autor.   Leben  Seine Kindheit verbrachte er in Ludwigsburg in Baden-Württemberg, dort besucht",Benjamin Munz
Q817641,Benjamin Parth (born 27 July 1988 in Zams) is an Austrian chef.   Life  Benjamin Parth was born to Alfons and Maria Odile Parth. Parth attended kindergarten and primary school in Ischgl in Paznaun. Pa,Benjamin Parth
Q817682,Benjamin Seidel (* 2. August 1991 in Berlin) ist ein deutscher Schauspieler und Synchronsprecher.   Karriere  Seidel wirkte bisher in zahlreichen Kino- und Fernsehproduktionen mit. Unter anderem war e,Benjamin Seidel
Q817686,Benjamin Siegert (born 7 July 1981 in Berlin) is a German footballer who plays for Preußen Münster.   Career  He made his debut on the professional league level in the Bundesliga for VfL Wolfsburg on ,Benjamin Siegert
Q817697,"Benjamin Stone (born 3 April 1987) is a British actor. He has a twin sister. He is known for playing Alek Petrov in The Nine Lives of Chloe King, and William ""Blank"" Blankenship in the series 10 Thing",Benjamin Stone (actor)
Q817710,"Benjamin Teske (* 1983 in Aschaffenburg) ist ein deutscher Regisseur und Drehbuchautor.   Leben   2006 begann er sein Studium für audiovisuelle Medien an der Technische Fachhochschule Berlin, wo er au",Benjamin Teske
Q817715,Benjamin Travnizek (* 8. Juli 1981) ist ein deutscher Basketballtrainer. Sein derzeitiges Team ist der Nürnberger Basketball Club. Davor war er Trainer der Herzöge Wolfenbüttel und der Junior Phantoms,Benjamin Travnizek
Q817745,"Benjamin Wingerter (born March 25, 1983) is a German footballer who currently plays for Rot-Weiss Essen.  External links    Category:1988 births Category:Living people Category:German footballers Cate",Benjamin Wingerter
Q817774,"Benjamín Martínez Martínez (born 23 August 1987 in Terrassa, Barcelona, Catalonia), commonly known as Benja, is a Spanish professional footballer who plays for UD Las Palmas as a forward.  External li",Benjamín Martínez
Q817837,Bennet „Benno“ Wiegert (* 25. Januar 1982 in Magdeburg) ist ein deutscher Handballspieler.  1998 lief Wiegert zum ersten Mal in der Profimannschaft des SC Magdeburg (SCM) auf und etablierte sich in de,Bennet Wiegert
Q817867,Benni Dernhoff (* 2. März 1983 in Hamburg) ist ein deutscher Musikproduzent und Komponist.   Leben  Benni Dernhoff erlernte verschiedene Instrumente und spielte ab dem 13. Lebensjahr als Gitarrist in ,Benni Dernhoff
Q817872,"Bennie Brazell (born June 2, 1982 in Houston, Texas) is a former American football wide receiver. He was drafted by the Cincinnati Bengals in the seventh round of the 2006 NFL Draft. He played college",Bennie Brazell
Q818111, Benoît Costil  (born 3 July 1987 in Caen) is a French football goalkeeper who plays for Rennes.  He is the ex-boyfriend of Miss France 2010 Malika Menard.  Career Costil started his career at SM Caen,Benoît Costil
Q818131,"Benoît Robert Pouliot (born September 29, 1986) is a Canadian professional ice hockey player who is currently playing for the Edmonton Oilers of the National Hockey League (NHL). He has previously pla",Benoît Pouliot
Q818854,"Berdimyrat Şamyradow (born June 22, 1982 in Ashgabat, Turkmen SSR) is a professional Turkmen football player who played in Altyn Asyr FK.   Early life  Football started in six years. First coach - And",Berdi Şamyradow
Q819614,Tobias Werner (born 19 July 1985) is a German footballer playing for FC Augsburg.  References  External links    Category:1985 births Category:Living people Category:German footballers Category:FC Car,Tobias Werner
Q819676,Stefan Köllner (born 11 September 1984) is a German modern pentathlete. He competed at the 2012 Summer Olympics.  References  Category:1984 births Category:Living people Category:German modern pentath,Stefan Köllner
Q819682,"Nils Quaschner (born April 22, 1994) is a German footballer who plays for FC Liefering.  Quaschner started his professional career at Hansa Rostock. On 17 July 2013, he joined FC Liefering.   External",Nils Quaschner
Q819832,"Volkan Ekici (born 23 March 1991 in Lünen, North Rhine-Westphalia, Germany) is a Turkish professional footballer who currently plays as a Midfielder for Göztepe.  Life and career Ekici began his caree",Volkan Ekici
Q820817,Berkay Can Değirmencioğlu (* 12. Januar 1993 in Osmangazi in der Provinz Bursa) ist ein türkischer Fußballspieler und steht seit August 2007 bei Fenerbahçe Istanbul unter Vertrag. In der Saison 2014/1,Berkay Can Değirmencioğlu
Q821145,Thomas Götzl (born 31 August 1990) is a Finnish football player currently playing for German Fußball-Bayernliga side FC Amberg. His father is German and his mother is Finnish.  Götzl has represented F,Thomas Götzl
Q821497,"Jim Sharrow (born January 31, 1985 in Framingham, Massachusetts) is an American professional ice hockey player who currently plays for the Eisbären Berlin of the Deutsche Eishockey Liga (DEL).   Playi",Jim Sharrow
Q822276,"Tony Mamodaly (born August 2, 1990) is a German born-Malagasy international footballer who plays as a striker.  Career Beginning his career in the youth team at TSG 1862/09 Weinheim. Mamodaly spent se",Tony Mamodaly
Q822609,"David Schröder (born April 28, 1985 in Leipzig) is a German slalom canoer who has competed since the early 2000s.  He won two medals in the C-2 team event at the ICF Canoe Slalom World Championships w",David Schröder
Q822742,"Ensar Baykan (born 22 January 1992) is a Turkish footballer who currently plays for Dardanelspor.  On 6 July 2013, he joined Dardanelspor.   References  External links      Ensar Baykan at worldfootba",Ensar Baykan
Q822974,Bernardo Colex Tepoz (* 3. Juli 1983) ist ein mexikanischer Radrennfahrer.  Bernardo Colex begann seine Karriere 2006 beim Chivas Cycling Team. In seinem ersten Jahr konnte er gleich eine Etappe bei d,Bernardo Colex
Q823017,Bernardo Riccio (* 21. März 1985 in Caserta) ist ein italienischer Radrennfahrer.  Bernardo Riccio gewann 2006 die Coppa Caivano. Im nächsten Jahr konnte er seinen Sieg dort wiederholen und er gewann ,Bernardo Riccio
Q823933,Kağan Söylemezgiller (born 4 March 1988) is a Turkish footballer who currently plays as an attacking midfielder for Çaykur Rizespor in the Turkish Süper Lig.  References  External links  Guardian Stat,Kağan Söylemezgiller
Q823989,"Haluk Türkeri (born 7 November 1986) is a Turkish football forward.  {| class=""wikitable"" style=""text-align:center"" |- ! colspan=3 | Club performance ! colspan=2 | League ! colspan=2 | Cup ! colspan=2",Haluk Türkeri
Q824004,"Bilal Çubukçu (born 16 May 1987 in Berlin, Germany) is a Turkish footballer who plays as a midfielder for SV Babelsberg 03.  References   External links     Bilal Çubukçu at TFF.org  Category:1987 bir",Bilal Çubukçu
Q824938,Cristiano Biraghi (born 1 September 1992) is an Italian footballer who plays as a defender for Chievo Verona on loan from Inter Milan.  Club career  Internazionale (youth) Born in Cernusco sul Navigli,Cristiano Biraghi
Q825288,"Jeffrey Szwez (born June 16, 1981) is a Canadian professional ice hockey right winger who plays for the Belfast Giants of the British Elite Ice Hockey League (EIHL).  Career statistics  {| BORDER=""0"" ",Jeff Szwez
Q8257482,Daniel Werner (* 28. Mai 1983 in Düsseldorf) ist ein deutscher Filmmusikkomponist.  Im Jahre 2004 gewann Werner den ersten multikulturellen Kinderliederwettbewerb von WDR 5 und UNICEF mit seinem Titel,Daniel Werner (Komponist)
Q827430,Sebastian Hertner (born 2 May 1991 in Leonberg) is a German footballer who plays for 1860 Munich in the 2. Bundesliga.  References  External links    Category:1991 births Category:Living people Catego,Sebastian Hertner
Q82768,"Paul di Resta (born 16 April 1986 in Uphall, Livingston, Scotland) is a British racing driver who drove in Formula One from  to . A former DTM and Formula 3 Euroseries champion, di Resta did not secur",Paul di Resta
Q82864,"Bruno Senna Lalli (, born 15 October 1983 in São Paulo) is a Brazilian racing driver currently racing for Aston Martin in the FIA World Endurance Championship and the Mahindra Formula E team. He is th",Bruno Senna
Q830914,"Jens Grembowietz (born February 2, 1987) is a German footballer who plays as a defender for SG Wattenscheid 09.  External links  Category:1987 births Category:Living people Category:German footballers",Jens Grembowietz
Q832125,"Eren Şen (born 28 September 1984 in Hamburg) is a German-Turkish football player.  He started his playing career in the youth teams of FSV Harburg, later joining FC St. Pauli and Hamburger SV, and mad",Eren Şen
Q832193,"Durmuş Bayram (born on March 15, 1986 in Germany) is a professional football defender. He currently plays for Kayserispor.  External links  Guardian Stats Centre  Category:1986 births Category:Living ",Durmuş Bayram
Q832205,"Salih Altın (born 17 July 1987 in Mulheim an der Ruhr) is a Turkish football player, who is currently playing for Eskişehirspor.WSV Borussia Altin hat neuen Klub gefunden  Career On 14 July 2010, he l",Salih Altın
Q833041,"Rafael Kazior (; born 7 February 1983 in Gliwice) is a German footballer of Polish origin, currently playing for Holstein Kiel.  Career Kazior made his professional debut in the 2003–04 season in the ",Rafael Kazior
Q833062,"Boldizsár (Boldi) Bodor (; born 27 April 1982 in Pécs) is a Hungarian football (soccer) player, who is currently without a club. His former clubs include OFI Crete, Roda JC, Beerschot AC and NAC Breda",Boldizsár Bodor
Q834591,Kolja Afriyie (born 6 April 1982) is a German-Danish professional football defender (full back) who currently plays in Denmark for FC Midtjylland in the Danish Superliga. He holds both a Ghanaian pass,Kolja Afriyie
Q83488,"Mesut Özil (, ; born 15 October 1988) is a German professional footballer who plays for English club Arsenal and the German national team. Özil has been a youth national team member since 2006, and a ",Mesut Özil
Q835477,Patrick Losensky (born 3 April 1982) is a German rapper better known as Fler.Fler - Biography He also uses the pseudonym Frank White after the character in King of New York.  He became known in the Ge,Fler
Q836377,"Christopher Ryan Conner (born December 23, 1983) is an American professional ice hockey winger. He is who is currently playing with the Washington Capitals of the National Hockey League (NHL).  Backgr",Chris Conner
Q84086,Aleksandar Mitrović (Serbian Cyrillic: Александар Митровић; born 16 September 1994) is a Serbian footballer who plays as a striker for Jupiler Pro League club Anderlecht and the Serbian national team.,Aleksandar Mitrović (footballer)
Q84440,thumb|Möldner-Schmidt (right) at the podium in Helsinki 2012 Antje Möldner-Schmidt (born 13 June 1984) is a German track and field athlete who specialises in middle distance events and the 3000 metres,Antje Möldner-Schmidt
Q845001,"Claudio Corti (born 25 June 1987) is a Grand Prix motorcycle racer from Italy.  Career Early career Born in Como, Corti progressed up the motorcycling ladder through the Italian 125GP Championship and",Claudio Corti (motorcycle racer)
Q84567,"Claudia Lichtenberg (née Häusler; born November 17, 1985 in Munich) is a German professional cyclist. In 2009, she won the Tour de l'Aude,http://autobus.cyclingnews.com/road/2009/may09/aude09/?id=resu",Claudia Lichtenberg
Q8457464,Vegard Bjørn Gjermundshaug (* 10. Januar 1992) ist ein norwegischer Biathlet.  Vegard Gjermundshaug startet für Alvdal Il. Er bestritt seine ersten internationalen Rennen zum Auftakt der Saison 2012/1,Vegard Gjermundshaug
Q845801,Scott Robertson (born 24 June 1987) is an Australian diver. He has been named Male Diver of the Year at the 2007 Australian Open Diving Championships and has placed in the top ten of several internati,Scott Robertson (diver)
Q84662,thumb|240px|Norbert Siedler (2005) Norbert Siedler (born 29 December 1982 in Wildschönau) is an Austrian racing driver.  Siedler began his career in motorsport in karts. In 1992 he began at the age of,Norbert Siedler
Q847010,"{| style=""float:right;"" | |- | |- | |}  Infanta Sofía of Spain (Sofía de Todos los Santos de Borbón y Ortiz; born 29 April 2007, in Madrid) is the second child of King Felipe VI and Queen Letizia. She",Infanta Sofía of Spain
Q84716,"Corinna Scholz (born August 1, 1989 in Schongau, Bavaria) is a German curler from Bernbeuren. She competed as the alternate for Germany at the 2010 Winter Olympics.Vancouver 2010 Profile At the 2009 A",Corinna Scholz
Q84869,"Tobias Schneider (born 23 July 1981, Berlin) is a German speedskater.  He is employed by the German Army as a Sportsoldat (sports soldier). His best distances are the longer ones, the 5,000 m and 10,0",Tobias Schneider
Q849332,"Brent Bookwalter (born February 16, 1984 in Albuquerque, New Mexico, United States) is an American professional cyclist riding for the . He attended St. Christopher's School, Richmond in Richmond, Vir",Brent Bookwalter
Q85044,Heike Beier (* 9. Dezember 1983 in Berlin) ist eine deutsche Volleyball-Nationalspielerin.   Karriere  Heike Beier begann ihre Laufbahn im Nachwuchs des Dresdner SC. 1994 wechselte sie zum VC Olympia ,Heike Beier
Q8541423,Geno Petriashvili (გენო პეტრიაშვილი; born 1 April 1994) is an Georgian freestyle wrestler who competed at the 2013 World Wrestling Championships at 120 kg. He won bronze medal.   References   Profile ,Geno Petriashvili
Q858920,"Big J (* 1984 in Linz, auch bekannt als J, Brooklinz Finest oder Austriaz Most Blunted) ist ein österreichischer Rapper.   Leben   1995 besuchte Big J mit gerade elf Jahren ein Konzert der Gruppe Naug",Big J
Q859827,"Bijan Benjamin (persisch بیژن بنیامین‎, * 9. März 1983 in Köln) ist ein deutscher Filmemacher iranischer Abstammung.  Benjamin studiert seit 2006 an der Kunsthochschule für Medien Köln. Für einen sein",Bijan Benjamin
Q860293,Bilal Özdemir (* 30. April 1987 in Deutschland) ist ein türkischer Fußballspieler in Diensten von İnegölspor.   Karriere   Vereinskarriere  Bilal Özdemir kam in Deutschland als Sohn von türkischen Gas,Bilal Özdemir
Q860905,"Matt Ellison (born December 8, 1983) is a Canadian professional ice hockey right winger who is currently playing for KHL Medveščak Zagreb in the KHL.  Playing career thumb|left|Matt Ellison playing fo",Matt Ellison
Q861201,"Christopher Anthony Olivero (born October 15, 1984 in Stockton, California) is an American actor known for his guest roles on Boston Public, 24, CBS's CSI: Miami, Ghost Whisperer, and his most recent ",Chris Olivero
Q862039,"Robert Michael Iler (born March 2, 1985) is an American actor, known for his portrayal of A.J. Soprano on The Sopranos which aired on HBO from 1999–2007.  Early life Iler is of Irish descent. Levin, G",Robert Iler
Q862782,Ismo Vorstermans (; born 30 March 1989 in Almere) is a former Dutch professional footballer who played as a defender for FC Dordrecht in the Dutch Eerste Divisie.  Vorstermans started his career in th,Ismo Vorstermans
Q863262,"William ""Billy"" Ward (16 July 1993 − 4 August 2013) was an Australian amateur boxer selected for the 2012 Summer Olympics in the light flyweight division.  Career Ward began his sporting career as a g",Billy Ward (boxer)
Q863738,"Bing Xin Xu (* 3. Februar 1985 in Nan Tong, China) ist eine spanische Badmintonspielerin chinesischer Herkunft.   Karriere  Bing Xin Xu wurde 2005 und 2006 mit dem spanischen Verein CB Rinconada natio",Bing Xin Xu
Q864408,"Nicole Elizabeth ""Snooki"" Polizzi (born November 23, 1987) is an American reality television personality and dancer who is best known for being a cast member of the MTV reality show Jersey Shore and c",Snooki
Q86466,"Hanna-Maria Seppälä (born 13 December 1984 in Kerava) is a freestyle swimmer from Finland, who won the world title in the 100 m freestyle at the 2003 World Aquatics Championships in Barcelona, Spain. ",Hanna-Maria Seppälä
Q86523,Kevin Stöger (born 27 August 1993 in Steyr) is an Austrian footballer. He plays as a Midfielder for 1. FC Kaiserslautern on loan from VfB Stuttgart. Pascal Stöger is his brother.  Club career On 22 Ja,Kevin Stöger
Q865307,"Birgit Platzer (born  in Kirchdorf an der Krems) is an Austrian luger.  Platzer competed at the 2014 Winter Olympics for Austria. In the Women's singles she placed 23rd.  As of September 2014, Platzer",Birgit Platzer
Q86531,Julia Mächtig (born 1 January 1986 in Rostock) is a German heptathlete. She has a personal best of 6345 points for the event.  She began competing in heptathlon competitions from a young age. She plac,Julia Mächtig
Q865680,Birkir Bjarnason (born 27 May 1988 in Akureyri) is an Icelandic professional footballer who plays as a central midfielder for Italian Serie B club Pescara.  Playing career  Viking FK Birkir started pl,Birkir Bjarnason
Q866860,"Daisy Rebecca LoweBirths, Marriages & Deaths Index of England & Wales, 1984–2006 listed birth name as 'Daisy Rebecca Lowe'. (born 27 January 1989) is an English fashion model who has modeled for edito",Daisy Lowe
Q867364,"Jesse Moss (born May 4, 1983) is a Canadian actor.  Life and career Moss was born in Vancouver, British Columbia, Canada. He is best known for his roles of Jason Wise in Final Destination 3 and Quinn ",Jesse Moss
Q868352,Aris Budiharti (* 4. Januar 1993 in Jakarta) ist eine indonesische Badmintonspielerin.   Karriere Aris Budiharti gewann 2010 gemeinsam mit Dian Fitriani den Titel im Damendoppel bei der indonesischen ,Aris Budiharti
Q869599,"Jan Schmid (born November 24, 1983) is a NorwegianBlir norsk - må betale 120 000 kr nordic combined skier, of Swiss origin. He won two medals at the FIS Nordic World Ski Championships 2009 in Liberec ",Jan Schmid
Q87008,"Ivy Quainoo (born 11 January 1992) is an Afro-German singer. In February 2012, she won the first series of The Voice of Germany.   Early life  Ivy Quainoo was born in Berlin to Ghanaian parents. She a",Ivy Quainoo
Q870397,"Eugen Bopp (born 5 September 1983) is a footballer who plays as a midfielder and is currently unattached. Born in Ukraine, he represented the Germany national under-19 team.  Early life Bopp was born ",Eugen Bopp
Q870572,"Jan Tauer (born August 26, 1983 in Düsseldorf) is a German football defender, currently contracted with FC Andrea Doria.http://andreadoria.se/2013/08/11/officiellt-jan-tauer-klar-for-fc-andrea-doria/ ",Jan Tauer
Q870640,"Yasin Yılmaz (born February 19, 1989) is a Turkish-German footballer who plays as a midfielder for Adanaspor. Career  Yılmaz played in Bayern Munich's youth system, before being released in 2007 and s",Yasin Yılmaz
Q87097,"Aglaja Brix (born August 15, 1990) is a German actress. She is best known for playing the role of Vivien Overbeck in the TV detective series Die Pfefferkörner.  Biography Brix was born and raised in H",Aglaja Brix
Q87102,"Dominik Kraihamer (born 29 November 1989 in Oberndorf) is an Austrian racing driver, who competes in the FIA World Endurance Championship for Rebellion Racing.  Career Kraihamer's racing career began ",Dominik Kraihamer
Q871159,"Nathan Robinson (born December 31, 1981) is a Canadian professional ice hockey forward who is currently playing with Nottingham Panthers of the Elite Ice Hockey League (EIHL). He has previously played",Nathan Robinson
Q873662,"Michael Madl (born March 21, 1988) is an Austrian footballer (defender), who currently plays for SK Sturm Graz.   Club career   Madl joined FK Austria Wien in 2004. On 1 September 2007 he was transfer",Michael Madl
Q874685,{{Infobox Skispringer  | kurzname = Daniel Lackner | bild =  | langname =  | nation =  | geburtstag = 26. Mai 1987 | geburtsort = Wels | geburtsland = | groesse =  | gewicht =  | beruf = | sterbedatum,Daniel Lackner
Q874920,"miniatur|Cover des Mixtapes Aggrogant G-Hot (* 2. April 1983 in Berlin; bürgerlich Gökhan Şensan)G-Hot Biografie bei reverbnation.com, zwischenzeitlich auch als Jihad bekannt, ist ein Berliner Rapper,",G-Hot
Q874970,"Matthias Lindner (born September 7, 1988 in Scheiblingkirchen-Thernberg, Austria) is a footballer forward, who plays for FC Blau-Weiß Linz.  Club career Before joining Mattersburg Lindner played for A",Matthias Lindner (footballer born 1988)
Q87609,"Stefan Obermaier (born 8 January 1981) is an Austrian electronic musician, producer and DJ. Born in Schwarzach/Pongau in Salzburg, Stefan Obermaier lives and works in Vienna since 2001. He produces di",Stefan Obermaier
Q87629,"Thomas Schopf (born November 3, 1989) is an Austrian luger who has competed since the early 2000s. A natural track luger, he won two medals at the 2009 FIL World Luge Natural Track Championships in Mo",Thomas Schopf
Q876827,"Ernst Öbster  (born March 17, 1984 in Salzburg) is an Austrian footballer who plays for LASK Linz.  Career  Club Öbster began his youth career with SK Bischofshofen and in 2001 joined BNZ Salzburg. Af",Ernst Öbster
Q876903,Cem Atan (born 30 June 1985 in Wiener Neustadt) is a Turkish-Austrian footballer who plays as a Midfielder.  External links  Category:1985 births Category:Living people Category:Austrian people of Tur,Cem Atan
Q87930,"Julie Engelbrecht (born June 30, 1984) is a German film and television actress born in Paris, France.   Background  Engelbrecht is the daughter of actress Constanze Engelbrecht, and made her acting de",Julie Engelbrecht
Q879453,"Bjorn Seguin (* 4. April 1990 in Los Angeles) ist ein US-amerikanischer Badmintonspieler, der auch für Neuseeland startete. Er hat sowohl die französische als auch die US-amerikanische Staatsbürgersch",Bjorn Seguin
Q879528,Björn Ahrens (* 1981) ist ein deutscher Schauspieler.   Leben  Ahrens absolvierte von 2004 bis 2007 eine Schauspielausbildung an der Schule für Schauspiel Hamburg. 2005 nahm er an einem Schauspielsemi,Björn Ahrens
Q881220,"Blaise Sonnery (born March 21, 1985 in L'Arbresle, Rhône) is a French professional road bicycle racer who previously rode for UCI ProTour team . Sonnery currently rides for the Bridgestone-Anchor team",Blaise Sonnery
Q881259,"Blake Daniel Geoffrion (born February 3, 1988) is an American former professional ice hockey player. He last played with the Montreal Canadiens of the National Hockey League. He was a second round sel",Blake Geoffrion
Q88391,"Igor Dolgatschew (born November 22, 1983, Novohrad-Volynskyi, Ukraine) is a German actor.  Dolgatschew began performing in theatre plays while still attending school in Magdeburg. He was soon cast in ",Igor Dolgatschew
Q8840342,"Tony Demelinne (born October 7, 1987) is a Dutch professional ice hockey player (left wing) currently playing in Friesland Flyers of the Eredivisie (ice hockey). Demelinne has previously played with, ",Tony Demelinne
Q888024,"Bob Jungels (born 22 September 1992 in Luxembourg City, Luxembourg) is a Luxembourgish road bicycle racer. He is part of the UCI World Tour team .   Palmares    Junior   2009 1st 20px National Junior ",Bob Jungels
Q888260,mini|Bob Spring (2012) Bob Spring (* 1984) ist ein Country- und Blues-Musiker.   Leben   Von 2000 bis 2010 war Spring Leadsänger der Rock-Band Backwash. Außerdem hat er als Frontmann einer Rockband hu,Bob Spring
Q88838,Sarah Stork (* 6. Februar 1987 in Dortmund) ist eine deutsche Schauspielerin.   Leben und Karriere  Nach ihrem Abitur absolvierte Stork eine professionelle Schauspielausbildung an der Film Acting Scho,Sarah Stork
Q888455,"Bobby Bolt (* 29. April 1987 in Thunder Bay, Ontario) ist ein kanadischer Eishockeyspieler, der zuletzt bei den Allen Americans aus der Central Hockey League unter Vertrag stand.   Karriere  Bobby Bol",Bobby Bolt
Q8898994,Nicholas Latifi (born 29 June 1995 in Toronto) is a  Canadian racing driver.  Career  Karting He began his karting career in 2009 and competed until 2012.  Continental Tire Sports Car Challenge He com,Nicholas Latifi
Q890250,"Eduarda Idalina ""Duda"" Amorim (born 23 September 1986 in Blumenau, Santa Catarina) is a World Champion Brazilian handball player. She plays for the Hungarian club Győri Audi ETO KC and for the Brazili",Eduarda Amorim
Q89042,"Mirko Casper (born 1 March 1982 in Zell (Mosel), Rhineland-Palatinate) is a German footballer.  References  Category:1982 births Category:Living people Category:People from Zell (Mosel) Category:Germa",Mirko Casper
Q890608,"Bogna Dybul (* 25. März 1990 in Chorzów, Polen) ist eine polnische Handballspielerin, die derzeit beim deutschen Erstligisten SVG Celle unter Vertrag steht.   Karriere   Vereinskarriere  Im Alter von ",Bogna Dybul
Q892428,Erlend Mamelund (born 1 May 1984) is a Norwegian team handball player.  Club career Mamelund plays professionally in the German Bundesliga. He won the EHF Cup with HSG Nordhorn in 2007-08. Former club,Erlend Mamelund
Q893289,Bora Sevim (* 17. Februar 1982 in Ankara) ist ein türkischer Fußballtorwart.   Vereinskarriere  Sevim begann seine professionelle Karriere in seiner Heimatstadt Ankara bei Hacettepe SK. Bereits nach e,Bora Sevim
Q893703,"Boris Nikolai Konrad (* 28. Mai 1984 in Bochum) ist ein deutscher Neurowissenschaftler, Physiker, Autor, mehrfacher Weltmeister im Gedächtnissport und Vorstand von memoryXL.    Leben   Er studierte er",Boris Konrad
Q893710,thumb|Boris Kusnezow 2009  Boris Kusnezow (; * 1985 in Moskau) ist ein russisch-deutscher klassischer Pianist. Neben dem solistischen Spiel beschäftigt sich Boris Kusnezow intensiv mit der Kammermusik,Boris Kusnezow (Pianist)
Q893823,"Borislav Baldzhiyski (; born 12 October 1990) is a Bulgarian footballer who currently plays as a midfielder for Lokomotiv Mezdra.  Career  Levski Sofia Born in Ihtiman, Baldzhiyski joined the youth ac",Borislav Baldzhiyski
Q8939886,"Helen McEntee (born 1986) is an Irish Fine Gael politician for Meath East, who was elected as a Teachta Dála (TD) at the 2013 Meath East by-election.  The by-election was caused by the death of her fa",Helen McEntee
Q895783,"Pierre-Henri Lecuisinier (born June 30, 1993 in Flers, Orne) is a French cyclist. He is a member of FDJ.fr. Palmarés 2012 Ronde d'Isard (U23)  2013 Boucles de la Mayenne  References  Category:1993 bir",Pierre-Henri Lecuisinier
Q896203,Florian Hart (born 11 May 1990) is an Austrian footballer who currently plays for SV Grödig. He formerly played for Danish Superliga side SønderjyskE.  References  Category:1990 births Category:Living,Florian Hart
Q896336,{{Infobox Alpiner Skirennläufer  | kurzname = Boštjan Kline | bild =  | langname = | nation =  | geburtstag = 9. März 1991 | geburtsort =  | geburtsland = | groesse =  | gewicht =  | beruf = | sterbed,Boštjan Kline
Q89638,"Bianca Rech (born 25 January 1981 in Bad Neuenahr-Ahrweiler, Rhineland-Palatinate) is a German footballer. She currently plays for 1. FC Köln and the German national team.  Honours 1. FFC Frankfurt  B",Bianca Rech
Q896539,"Eddy Brace Rashid MacDonald (born 23 August 1986), shortened to Brace, is a Dutch singer, who collaborates with famous Dutch rapper Ali B, who helped to bring Brace to stardom after their first musica",Brace (singer)
Q896759,"Bradley Keith Boyes (born April 17, 1982) is a Canadian professional ice hockey player currently with the Florida Panthers of the National Hockey League (NHL).  Boyes went to Hazel McCallion Senior Pu",Brad Boyes
